"","Address","Zip","List.Price","Close.Price","BRs","Bas","Half.BA","CloseDate","Date","year","month","MY","StrAddress"
"191","1001 L ST NW #803",20001,470000,470000,"1","2","0","5/26/11",2011-05-26,2011,5,"2011 5","1001 L ST NW"
"192","1001 L ST NW #804",20001,515000,493500,"2","2","0","6/29/12",2012-06-29,2012,6,"2012 6","1001 L ST NW"
"193","1001 L ST NW #807",20001,439900,460000,"1","1","0","9/6/13",2013-09-06,2013,9,"2013 9","1001 L ST NW"
"194","1001 L ST NW #808",20001,475000,487000,"1","1","0","9/25/13",2013-09-25,2013,9,"2013 9","1001 L ST NW"
"195","1001 L ST NW #809",20001,439900,450000,"2","1","0","4/14/15",2015-04-14,2015,4,"2015 4","1001 L ST NW"
"196","1001 L ST NW #809",20001,389723,380000,"2","1","0","12/1/11",2011-12-01,2011,12,"2011 12","1001 L ST NW"
"197","1001 L ST NW #903",20001,529900,547500,"2","2","0","12/12/14",2014-12-12,2014,12,"2014 12","1001 L ST NW"
"198","1001 L ST NW #905",20001,578000,578000,"2","2","0","12/30/14",2014-12-30,2014,12,"2014 12","1001 L ST NW"
"199","1001 L ST NW #911",20001,399500,399500,"1","1","0","8/30/11",2011-08-30,2011,8,"2011 8","1001 L ST NW"
"200","1001 MASSACHUSETTS AVE NE",20002,895000,895000,"4","2","1","6/30/11",2011-06-30,2011,6,"2011 6","1001 MASSACHUSETTS AVE NE"
"201","1001 MONROE ST NW",20010,1650000,1450000,"1","1","4","4/1/15",2015-04-01,2015,4,"2015 4","1001 MONROE ST NW"
"202","1001 RHODE ISLAND AVE NE",20018,710000,625000,"6","5","0","12/2/11",2011-12-02,2011,12,"2011 12","1001 RHODE ISLAND AVE NE"
"203","1002 BARNABY TER SE",20032,210000,210000,"3","1","1","9/30/15",2015-09-30,2015,9,"2015 9","1002 BARNABY TER SE"
"204","1002 COLUMBIA RD NW",20001,575900,553900,"4","3","1","1/22/13",2013-01-22,2013,1,"2013 1","1002 COLUMBIA RD NW"
"205","1002 COLUMBIA RD NW",20001,299900,260000,"4","3","0","1/20/12",2012-01-20,2012,1,"2012 1","1002 COLUMBIA RD NW"
"206","1002 DOUGLAS ST NE",20018,539000,539000,"4","2","0","11/17/14",2014-11-17,2014,11,"2014 11","1002 DOUGLAS ST NE"
"207","1002 F ST NE",20002,675000,676000,"3","3","1","9/23/13",2013-09-23,2013,9,"2013 9","1002 F ST NE"
"208","1002 M ST NW #1",20001,599900,585000,"2","2","0","12/3/14",2014-12-03,2014,12,"2014 12","1002 M ST NW"
"209","1002 M ST NW #2",20001,549900,547000,"2","2","0","7/12/12",2012-07-12,2012,7,"2012 7","1002 M ST NW"
"210","1002 M STREET NW #1",20001,529999,529999,"2","2","0","8/17/12",2012-08-17,2012,8,"2012 8","1002 M STREET NW"
"211","1002 M STREET NW #3",20001,449999,449999,"1","1","0","9/19/12",2012-09-19,2012,9,"2012 9","1002 M STREET NW"
"212","1002 M STREET NW #4",20001,634999,630000,"2","2","0","9/13/12",2012-09-13,2012,9,"2012 9","1002 M STREET NW"
"213","1002 PENNSYLVANIA AVE SE",20003,1250000,1200000,"8","3","0","2/21/14",2014-02-21,2014,2,"2014 2","1002 PENNSYLVANIA AVE SE"
"214","1002 TAYLOR ST NE",20017,475000,475000,"4","3","0","8/30/11",2011-08-30,2011,8,"2011 8","1002 TAYLOR ST NE"
"215","1003 15TH ST SE",20003,449500,450000,"3","1","1","7/20/12",2012-07-20,2012,7,"2012 7","1003 15TH ST SE"
"216","1003 5TH ST SE",20003,874900,870000,"4","3","1","8/5/13",2013-08-05,2013,8,"2013 8","1003 5TH ST SE"
"217","1003 EVARTS ST NE",20018,324900,286000,"4","2","0","6/22/12",2012-06-22,2012,6,"2012 6","1003 EVARTS ST NE"
"218","1003 EVARTS ST NE",20018,599900,6e+05,"4","4","1","11/20/12",2012-11-20,2012,11,"2012 11","1003 EVARTS ST NE"
"219","1003 FAIRMONT ST NW",20001,314200,345000,"4","3","0","1/3/12",2012-01-03,2012,1,"2012 1","1003 FAIRMONT ST NW"
"220","1003 HAMILTON ST NE",20011,139500,150000,"3","1","1","8/31/11",2011-08-31,2011,8,"2011 8","1003 HAMILTON ST NE"
"221","1003 HAMILTON ST NE",20011,289900,295000,"3","2","1","12/16/11",2011-12-16,2011,12,"2011 12","1003 HAMILTON ST NE"
"222","1003 O ST NW",20001,1100000,1205000,"4","3","1","7/1/14",2014-07-01,2014,7,"2014 7","1003 O ST NW"
"223","1003 OTIS ST NE",20017,499000,460000,"3","2","0","2/28/13",2013-02-28,2013,2,"2013 2","1003 OTIS ST NE"
"224","1003 QUEBEC PL NW",20010,395000,385000,"3","1","1","6/29/11",2011-06-29,2011,6,"2011 6","1003 QUEBEC PL NW"
"225","1004 3RD ST SE",20003,365000,370000,"2","1","1","3/16/12",2012-03-16,2012,3,"2012 3","1004 3RD ST SE"
"226","1004 CONSTITUTION AVE NE",20002,734000,806000,"3","2","1","5/18/15",2015-05-18,2015,5,"2015 5","1004 CONSTITUTION AVE NE"
"227","1004 D ST SE",20003,1079000,1141000,"4","3","1","5/1/14",2014-05-01,2014,5,"2014 5","1004 D ST SE"
"228","1004 EUCLID ST NW",20001,599900,610000,"2","2","1","8/13/13",2013-08-13,2013,8,"2013 8","1004 EUCLID ST NW"
"229","1004 INDEPENDENCE AVE SE",20003,949000,959000,"4","3","1","6/25/13",2013-06-25,2013,6,"2013 6","1004 INDEPENDENCE AVE SE"
"230","1004 LAMONT ST NW",20010,389000,386000,"2","1","0","6/22/12",2012-06-22,2012,6,"2012 6","1004 LAMONT ST NW"
"231","1004 N ST NW #1",20001,699000,695000,"2","2","1","8/20/14",2014-08-20,2014,8,"2014 8","1004 N ST NW"
"232","1004 N ST NW #2",20001,899750,861400,"2","2","1","6/26/12",2012-06-26,2012,6,"2012 6","1004 N ST NW"
"233","1004 NEWTON ST NE",20017,499000,430000,"3","1","2","11/30/12",2012-11-30,2012,11,"2012 11","1004 NEWTON ST NE"
"234","1004 NORTH CAROLINA AVE SE",20003,849000,851000,"3","2","1","8/29/11",2011-08-29,2011,8,"2011 8","1004 NORTH CAROLINA AVE SE"
"235","1004 S ST NW",20001,899000,1042500,"3","1","1","7/15/15",2015-07-15,2015,7,"2015 7","1004 S ST NW"
"236","1004 UPSHUR ST NE",20017,558500,558000,"3","3","1","6/4/13",2013-06-04,2013,6,"2013 6","1004 UPSHUR ST NE"
"237","1004 UPSHUR ST NE",20017,319000,290000,"3","1","1","10/19/12",2012-10-19,2012,10,"2012 10","1004 UPSHUR ST NE"
"238","1005 E ST SE",20003,899000,787000,"0","0","2","7/31/14",2014-07-31,2014,7,"2014 7","1005 E ST SE"
"239","1005 FLORIDA AVE NE",20002,599999,6e+05,"4","3","1","11/27/13",2013-11-27,2013,11,"2013 11","1005 FLORIDA AVE NE"
"240","1005 RHODE ISLAND AVE NE",20018,425000,365000,"5","1","0","1/3/14",2014-01-03,2014,1,"2014 1","1005 RHODE ISLAND AVE NE"
"241","1006 18TH ST NE",20002,479900,474000,"3","2","1","11/17/14",2014-11-17,2014,11,"2014 11","1006 18TH ST NE"
"242","1006 48TH ST NE",20019,219700,217000,"2","2","1","12/6/13",2013-12-06,2013,12,"2013 12","1006 48TH ST NE"
"243","1006 G ST SE",20003,392900,406000,"2","1","1","3/14/13",2013-03-14,2013,3,"2013 3","1006 G ST SE"
"244","1006 JACKSON ST NE",20017,505000,487000,"4","2","0","4/10/14",2014-04-10,2014,4,"2014 4","1006 JACKSON ST NE"
"245","1006 M ST NW #PH-1",20001,725000,685000,"3","2","0","10/18/11",2011-10-18,2011,10,"2011 10","1006 M ST NW"
"246","1006 MARYLAND AVE NE",20002,705000,650000,"4","2","0","1/31/15",2015-01-31,2015,1,"2015 1","1006 MARYLAND AVE NE"
"247","1006 PAPER MILL CT NW #1006",20007,577000,582000,"2","1","0","5/7/13",2013-05-07,2013,5,"2013 5","1006 PAPER MILL CT NW"
"248","1006 QUEBEC PL NW",20010,390000,390000,"3","1","1","10/16/12",2012-10-16,2012,10,"2012 10","1006 QUEBEC PL NW"
"249","1007 CONSTITUTION AVE NE",20002,835000,820000,"3","3","1","6/8/12",2012-06-08,2012,6,"2012 6","1007 CONSTITUTION AVE NE"
"250","1007 E ST NE",20002,799000,765000,"4","3","0","6/30/11",2011-06-30,2011,6,"2011 6","1007 E ST NE"
"251","1007 E ST SE",20003,825000,822500,"4","2","0","1/31/13",2013-01-31,2013,1,"2013 1","1007 E ST SE"
"252","1007 K ST NE",20002,899000,975000,"4","3","1","5/29/15",2015-05-29,2015,5,"2015 5","1007 K ST NE"
"253","1007 LAMONT ST NW",20010,424999,408000,"2","1","1","4/20/15",2015-04-20,2015,4,"2015 4","1007 LAMONT ST NW"
"254","1007 SOUTH CAROLINA AVE SE",20003,578750,573000,"2","1","1","6/27/12",2012-06-27,2012,6,"2012 6","1007 SOUTH CAROLINA AVE SE"
"255","1007 TAYLOR ST NE",20017,315000,255500,"3","1","1","1/20/12",2012-01-20,2012,1,"2012 1","1007 TAYLOR ST NE"
"256","1007 TAYLOR ST NE",20017,549900,525000,"3","3","2","3/29/12",2012-03-29,2012,3,"2012 3","1007 TAYLOR ST NE"
"257","1008 10TH ST NE",20002,549999,457500,"3","1","1","6/28/13",2013-06-28,2013,6,"2013 6","1008 10TH ST NE"
"258","1008 10TH ST NE",20002,649999,627500,"4","2","1","6/13/14",2014-06-13,2014,6,"2014 6","1008 10TH ST NE"
"259","1008 15TH ST SE",20003,509000,509000,"2","1","1","10/7/13",2013-10-07,2013,10,"2013 10","1008 15TH ST SE"
"260","1008 C ST NE",20002,899900,920000,"4","2","1","11/7/13",2013-11-07,2013,11,"2013 11","1008 C ST NE"
"261","1008 FAIRMONT ST NW",20001,295000,301800,"5","2","0","6/20/11",2011-06-20,2011,6,"2011 6","1008 FAIRMONT ST NW"
"262","1008 FAIRMONT ST NW",20001,589000,585000,"3","3","1","3/28/12",2012-03-28,2012,3,"2012 3","1008 FAIRMONT ST NW"
"263","1008 RHODE ISLAND AVE NW #2",20001,739900,715000,"3","2","1","7/6/15",2015-07-06,2015,7,"2015 7","1008 RHODE ISLAND AVE NW"
"264","1008 SHEPHERD ST NE",20017,349000,344000,"2","1","0","8/10/12",2012-08-10,2012,8,"2012 8","1008 SHEPHERD ST NE"
"265","1008 SPRING RD NW #1",20011,299900,299900,"2","2","0","4/30/12",2012-04-30,2012,4,"2012 4","1008 SPRING RD NW"
"266","1008 SPRING RD NW #2",20011,359900,349900,"2","2","0","4/6/12",2012-04-06,2012,4,"2012 4","1008 SPRING RD NW"
"267","1008 SPRING RD NW #3",20010,399900,395000,"2","2","0","4/5/12",2012-04-05,2012,4,"2012 4","1008 SPRING RD NW"
"268","1008 W ST NW",20001,599000,572000,"2","2","1","12/28/11",2011-12-28,2011,12,"2011 12","1008 W ST NW"
"269","1009 15 ST SE",20003,449985,439000,"4","2","0","5/27/11",2011-05-27,2011,5,"2011 5","1009 15 ST SE"
"270","1009 15TH ST SE",20003,565000,565000,"4","2","0","9/26/14",2014-09-26,2014,9,"2014 9","1009 15TH ST SE"
"271","1009 9TH ST NE",20002,899500,930000,"4","3","1","8/29/14",2014-08-29,2014,8,"2014 8","1009 9TH ST NE"
"272","1009 9TH ST NE",20002,794500,810000,"4","3","1","10/10/12",2012-10-10,2012,10,"2012 10","1009 9TH ST NE"
"273","1009 BRYANT ST NE",20018,749000,710000,"5","4","0","10/29/14",2014-10-29,2014,10,"2014 10","1009 BRYANT ST NE"
"274","1009 D ST SE",20003,825000,818242,"4","2","1","8/3/11",2011-08-03,2011,8,"2011 8","1009 D ST SE"
"275","1009 EAST CAPITOL ST SE",20003,1299000,1265000,"4","3","1","8/30/13",2013-08-30,2013,8,"2013 8","1009 EAST CAPITOL ST SE"
"276","1009 INDEPENDENCE AVE SE",20003,737000,711000,"2","3","0","10/28/11",2011-10-28,2011,10,"2011 10","1009 INDEPENDENCE AVE SE"
"277","1009 SOUTH CAROLINA AVE SE",20003,679000,660000,"2","1","1","8/21/13",2013-08-21,2013,8,"2013 8","1009 SOUTH CAROLINA AVE SE"
"278","10091/2 LAMONT ST NW",20010,399900,399900,"2","1","0","5/6/15",2015-05-06,2015,5,"2015 5","10091/2 LAMONT ST NW"
"279","1009A I ST NE",20002,399000,410000,"2","1","1","8/1/12",2012-08-01,2012,8,"2012 8","1009A I ST NE"
"280","101 2ND ST NE #101-3",20002,395000,395000,"1","1","0","4/3/12",2012-04-03,2012,4,"2012 4","101 2ND ST NE"
"281","101 2ND ST NE #B",20002,369500,4e+05,"1","1","0","5/1/15",2015-05-01,2015,5,"2015 5","101 2ND ST NE"
"282","101 4TH ST NE",20002,1399500,1285000,"4","3","1","3/8/12",2012-03-08,2012,3,"2012 3","101 4TH ST NE"
"283","101 56TH PL SE",20019,190000,191000,"3","2","0","12/18/13",2013-12-18,2013,12,"2013 12","101 56TH PL SE"
"284","101 56TH ST SE",20019,75000,75000,"3","2","0","12/18/14",2014-12-18,2014,12,"2014 12","101 56TH ST SE"
"285","101 5TH ST NE",20002,1695000,1695000,"11","8","0","8/21/14",2014-08-21,2014,8,"2014 8","101 5TH ST NE"
"286","101 CAROLINA AVE SE #109",20003,285000,275000,"1","1","0","3/20/14",2014-03-20,2014,3,"2014 3","101 CAROLINA AVE SE"
"287","101 CAROLINA AVE SE #STE B",20003,234900,235000,"0","1","0","6/11/13",2013-06-11,2013,6,"2013 6","101 CAROLINA AVE SE"
"288","101 CAROLINA AVE SE #STE E",20003,363500,363500,"1","1","0","6/7/13",2013-06-07,2013,6,"2013 6","101 CAROLINA AVE SE"
"289","101 HAWTHORNE CT NE #101",20017,230000,235000,"2","1","0","10/31/14",2014-10-31,2014,10,"2014 10","101 HAWTHORNE CT NE"
"290","101 NORTH CAROLINA AVE SE ##G",20003,269000,252000,"0","1","0","7/31/13",2013-07-31,2013,7,"2013 7","101 NORTH CAROLINA AVE SE"
"291","101 NORTH CAROLINA AVE SE #103",20003,219750,220000,"0","1","0","7/27/12",2012-07-27,2012,7,"2012 7","101 NORTH CAROLINA AVE SE"
"292","101 NORTH CAROLINA AVE SE #108",20003,379000,380000,"1","2","0","8/15/12",2012-08-15,2012,8,"2012 8","101 NORTH CAROLINA AVE SE"
"293","101 NORTH CAROLINA AVE SE #204",20003,225000,236000,"0","1","0","4/9/15",2015-04-09,2015,4,"2015 4","101 NORTH CAROLINA AVE SE"
"294","101 NORTH CAROLINA AVE SE #206",20003,230000,235500,"0","1","0","6/7/13",2013-06-07,2013,6,"2013 6","101 NORTH CAROLINA AVE SE"
"295","101 NORTH CAROLINA AVE SE #207",20003,235000,235000,"0","1","0","6/30/14",2014-06-30,2014,6,"2014 6","101 NORTH CAROLINA AVE SE"
"296","101 NORTH CAROLINA AVE SE #209",20003,274900,270000,"1","1","0","4/29/13",2013-04-29,2013,4,"2013 4","101 NORTH CAROLINA AVE SE"
"297","101 NORTH CAROLINA AVE SE #302",20003,199000,194000,"0","1","0","12/17/12",2012-12-17,2012,12,"2012 12","101 NORTH CAROLINA AVE SE"
"298","101 NORTH CAROLINA AVE SE #303",20003,235000,220000,"0","1","0","12/2/11",2011-12-02,2011,12,"2011 12","101 NORTH CAROLINA AVE SE"
"299","101 NORTH CAROLINA AVE SE #305",20003,239900,236000,"0","1","0","2/14/14",2014-02-14,2014,2,"2014 2","101 NORTH CAROLINA AVE SE"
"300","101 NORTH CAROLINA AVE SE #306",20003,240000,240000,"0","1","0","9/27/13",2013-09-27,2013,9,"2013 9","101 NORTH CAROLINA AVE SE"
"301","101 NORTH CAROLINA AVE SE #401",20003,219000,221500,"0","1","0","6/18/13",2013-06-18,2013,6,"2013 6","101 NORTH CAROLINA AVE SE"
"302","101 NORTH CAROLINA AVE SE #402",20003,199000,198500,"0","1","0","2/13/15",2015-02-13,2015,2,"2015 2","101 NORTH CAROLINA AVE SE"
"303","101 NORTH CAROLINA AVE SE #403",20003,229500,220000,"0","1","0","10/5/12",2012-10-05,2012,10,"2012 10","101 NORTH CAROLINA AVE SE"
"304","101 NORTH CAROLINA AVE SE #404",20003,199000,186000,"0","1","0","7/29/11",2011-07-29,2011,7,"2011 7","101 NORTH CAROLINA AVE SE"
"305","101 NORTH CAROLINA AVE SE #405",20003,274500,277000,"1","1","0","3/20/13",2013-03-20,2013,3,"2013 3","101 NORTH CAROLINA AVE SE"
"306","101 NORTH CAROLINA AVE SE #407",20003,315000,310000,"1","1","0","12/22/14",2014-12-22,2014,12,"2014 12","101 NORTH CAROLINA AVE SE"
"307","101 NORTH CAROLINA AVE SE #408",20003,252252,236500,"0","1","0","2/28/13",2013-02-28,2013,2,"2013 2","101 NORTH CAROLINA AVE SE"
"308","101 NORTH CAROLINA AVE SE #409",20003,299000,265000,"1","1","0","12/21/12",2012-12-21,2012,12,"2012 12","101 NORTH CAROLINA AVE SE"
"309","101 NORTH CAROLINA AVE SE #A",20003,399000,395000,"1","1","0","7/20/15",2015-07-20,2015,7,"2015 7","101 NORTH CAROLINA AVE SE"
"310","101 NORTH CAROLINA AVE SE #A-200",20003,319000,322500,"1","1","0","5/14/13",2013-05-14,2013,5,"2013 5","101 NORTH CAROLINA AVE SE"
"311","101 NORTH CAROLINA AVE SE #A300",20003,324000,336000,"1","1","0","6/5/13",2013-06-05,2013,6,"2013 6","101 NORTH CAROLINA AVE SE"
"312","101 NORTH CAROLINA AVE SE #STE A",20003,399900,399900,"1","1","0","8/24/11",2011-08-24,2011,8,"2011 8","101 NORTH CAROLINA AVE SE"
"313","101 PEABODY ST NE",20011,829900,829900,"4","3","1","7/20/15",2015-07-20,2015,7,"2015 7","101 PEABODY ST NE"
"314","1010 13TH ST SE",20003,559900,592500,"3","2","1","4/30/14",2014-04-30,2014,4,"2014 4","1010 13TH ST SE"
"315","1010 8TH ST NE",20002,599000,675000,"4","2","1","10/14/14",2014-10-14,2014,10,"2014 10","1010 8TH ST NE"
"316","1010 C ST SE",20003,740000,740000,"3","1","1","6/11/13",2013-06-11,2013,6,"2013 6","1010 C ST SE"
"317","1010 CRITTENDEN ST NE",20017,220000,255000,"3","1","0","8/16/13",2013-08-16,2013,8,"2013 8","1010 CRITTENDEN ST NE"
"318","1010 CRITTENDEN ST NE",20017,419000,426500,"3","2","0","12/23/13",2013-12-23,2013,12,"2013 12","1010 CRITTENDEN ST NE"
"319","1010 CRITTENDEN ST NE",20017,495900,510000,"3","2","0","6/29/15",2015-06-29,2015,6,"2015 6","1010 CRITTENDEN ST NE"
"320","1010 K ST NE",20002,899000,990000,"4","3","1","3/27/15",2015-03-27,2015,3,"2015 3","1010 K ST NE"
"321","1010 K ST NE",20002,569000,569000,"3","1","1","10/8/14",2014-10-08,2014,10,"2014 10","1010 K ST NE"
"322","1010 KENYON ST NW",20010,469000,469000,"3","1","1","7/31/12",2012-07-31,2012,7,"2012 7","1010 KENYON ST NW"
"323","1010 MASS. AVE NW #1102",20001,597000,580000,"1","2","0","5/23/11",2011-05-23,2011,5,"2011 5","1010 MASS. AVE NW"
"324","1010 MASSACHUSETTS AVE NW #1002",20001,599900,582000,"2","2","0","2/2/12",2012-02-02,2012,2,"2012 2","1010 MASSACHUSETTS AVE NW"
"325","1010 MASSACHUSETTS AVE NW #1003",20001,525000,512500,"1","1","0","5/7/12",2012-05-07,2012,5,"2012 5","1010 MASSACHUSETTS AVE NW"
"326","1010 MASSACHUSETTS AVE NW #1005",20001,579900,590000,"2","1","0","5/3/13",2013-05-03,2013,5,"2013 5","1010 MASSACHUSETTS AVE NW"
"327","1010 MASSACHUSETTS AVE NW #1006",20001,650000,660000,"2","2","0","5/21/13",2013-05-21,2013,5,"2013 5","1010 MASSACHUSETTS AVE NW"
"328","1010 MASSACHUSETTS AVE NW #1008",20001,675900,705000,"2","2","0","2/27/15",2015-02-27,2015,2,"2015 2","1010 MASSACHUSETTS AVE NW"
"329","1010 MASSACHUSETTS AVE NW #1008",20001,624900,609950,"2","2","0","3/30/12",2012-03-30,2012,3,"2012 3","1010 MASSACHUSETTS AVE NW"
"330","1010 MASSACHUSETTS AVE NW #1103",20001,609000,599000,"2","1","0","8/29/14",2014-08-29,2014,8,"2014 8","1010 MASSACHUSETTS AVE NW"
"331","1010 MASSACHUSETTS AVE NW #1105",20001,620000,605000,"2","1","0","3/31/15",2015-03-31,2015,3,"2015 3","1010 MASSACHUSETTS AVE NW"
"332","1010 MASSACHUSETTS AVE NW #1106",20001,624900,605900,"2","2","0","2/6/12",2012-02-06,2012,2,"2012 2","1010 MASSACHUSETTS AVE NW"
"333","1010 MASSACHUSETTS AVE NW #1107",20001,675000,685000,"2","2","0","12/4/14",2014-12-04,2014,12,"2014 12","1010 MASSACHUSETTS AVE NW"
"334","1010 MASSACHUSETTS AVE NW #1108",20001,650000,640000,"2","2","0","10/28/13",2013-10-28,2013,10,"2013 10","1010 MASSACHUSETTS AVE NW"
"335","1010 MASSACHUSETTS AVE NW #1110",20001,849000,825000,"2","2","0","6/29/15",2015-06-29,2015,6,"2015 6","1010 MASSACHUSETTS AVE NW"
"336","1010 MASSACHUSETTS AVE NW #1202",20001,699500,730000,"2","2","0","9/30/15",2015-09-30,2015,9,"2015 9","1010 MASSACHUSETTS AVE NW"
"337","1010 MASSACHUSETTS AVE NW #202",20001,550000,560000,"1","2","0","5/10/13",2013-05-10,2013,5,"2013 5","1010 MASSACHUSETTS AVE NW"
"338","1010 MASSACHUSETTS AVE NW #210",20001,599900,592500,"2","2","0","10/24/11",2011-10-24,2011,10,"2011 10","1010 MASSACHUSETTS AVE NW"
"339","1010 MASSACHUSETTS AVE NW #211",20001,369900,369900,"1","1","0","5/8/13",2013-05-08,2013,5,"2013 5","1010 MASSACHUSETTS AVE NW"
"340","1010 MASSACHUSETTS AVE NW #211",20001,329900,329900,"1","1","0","11/28/11",2011-11-28,2011,11,"2011 11","1010 MASSACHUSETTS AVE NW"
"341","1010 MASSACHUSETTS AVE NW #306",20001,6e+05,610000,"2","2","0","3/27/15",2015-03-27,2015,3,"2015 3","1010 MASSACHUSETTS AVE NW"
"342","1010 MASSACHUSETTS AVE NW #308",20001,619000,610000,"2","2","0","7/31/14",2014-07-31,2014,7,"2014 7","1010 MASSACHUSETTS AVE NW"
"343","1010 MASSACHUSETTS AVE NW #310",20001,785000,770000,"2","2","0","2/21/14",2014-02-21,2014,2,"2014 2","1010 MASSACHUSETTS AVE NW"
"344","1010 MASSACHUSETTS AVE NW #311",20001,425000,425000,"1","1","0","7/16/13",2013-07-16,2013,7,"2013 7","1010 MASSACHUSETTS AVE NW"
"345","1010 MASSACHUSETTS AVE NW #402",20001,650000,640000,"2","2","0","1/17/14",2014-01-17,2014,1,"2014 1","1010 MASSACHUSETTS AVE NW"
"346","1010 MASSACHUSETTS AVE NW #402",20001,579900,560000,"2","2","0","7/8/11",2011-07-08,2011,7,"2011 7","1010 MASSACHUSETTS AVE NW"
"347","1010 MASSACHUSETTS AVE NW #403",20001,520000,521000,"1","1","0","11/1/12",2012-11-01,2012,11,"2012 11","1010 MASSACHUSETTS AVE NW"
"348","1010 MASSACHUSETTS AVE NW #404",20001,799900,790000,"2","2","0","5/16/12",2012-05-16,2012,5,"2012 5","1010 MASSACHUSETTS AVE NW"
"349","1010 MASSACHUSETTS AVE NW #408",20001,650000,657500,"2","2","0","8/5/15",2015-08-05,2015,8,"2015 8","1010 MASSACHUSETTS AVE NW"
"350","1010 MASSACHUSETTS AVE NW #410",20001,849999,838000,"2","2","0","11/12/14",2014-11-12,2014,11,"2014 11","1010 MASSACHUSETTS AVE NW"
"351","1010 MASSACHUSETTS AVE NW #503",20001,515000,495000,"1","1","0","11/4/11",2011-11-04,2011,11,"2011 11","1010 MASSACHUSETTS AVE NW"
"352","1010 MASSACHUSETTS AVE NW #508",20001,649900,640000,"1","2","0","11/15/13",2013-11-15,2013,11,"2013 11","1010 MASSACHUSETTS AVE NW"
"353","1010 MASSACHUSETTS AVE NW #509",20001,574900,590000,"2","1","0","11/3/14",2014-11-03,2014,11,"2014 11","1010 MASSACHUSETTS AVE NW"
"354","1010 MASSACHUSETTS AVE NW #510",20001,849000,803500,"2","2","0","10/30/14",2014-10-30,2014,10,"2014 10","1010 MASSACHUSETTS AVE NW"
"355","1010 MASSACHUSETTS AVE NW #606",20001,609900,609900,"1","2","0","8/7/12",2012-08-07,2012,8,"2012 8","1010 MASSACHUSETTS AVE NW"
"356","1010 MASSACHUSETTS AVE NW #607",20001,550000,553000,"2","2","0","9/26/12",2012-09-26,2012,9,"2012 9","1010 MASSACHUSETTS AVE NW"
"357","1010 MASSACHUSETTS AVE NW #611",20001,435000,424500,"1","1","0","12/30/11",2011-12-30,2011,12,"2011 12","1010 MASSACHUSETTS AVE NW"
"358","1010 MASSACHUSETTS AVE NW #613",20001,610000,610000,"2","1","1","5/7/14",2014-05-07,2014,5,"2014 5","1010 MASSACHUSETTS AVE NW"
"359","1010 MASSACHUSETTS AVE NW #701",20001,825000,851500,"2","2","0","5/8/15",2015-05-08,2015,5,"2015 5","1010 MASSACHUSETTS AVE NW"
"360","1010 MASSACHUSETTS AVE NW #703",20001,497500,497500,"1","1","0","2/21/12",2012-02-21,2012,2,"2012 2","1010 MASSACHUSETTS AVE NW"
"361","1010 MASSACHUSETTS AVE NW #704",20001,939000,899000,"2","2","0","8/11/14",2014-08-11,2014,8,"2014 8","1010 MASSACHUSETTS AVE NW"
"362","1010 MASSACHUSETTS AVE NW #704",20001,874900,874900,"2","2","0","5/14/12",2012-05-14,2012,5,"2012 5","1010 MASSACHUSETTS AVE NW"
"363","1010 MASSACHUSETTS AVE NW #705",20001,610000,595000,"2","1","0","5/11/15",2015-05-11,2015,5,"2015 5","1010 MASSACHUSETTS AVE NW"
"364","1010 MASSACHUSETTS AVE NW #708",20001,615000,615000,"2","2","0","8/29/12",2012-08-29,2012,8,"2012 8","1010 MASSACHUSETTS AVE NW"
"365","1010 MASSACHUSETTS AVE NW #709",20001,599000,605000,"2","1","0","4/13/15",2015-04-13,2015,4,"2015 4","1010 MASSACHUSETTS AVE NW"
"366","1010 MASSACHUSETTS AVE NW #709",20001,549900,545000,"2","1","0","6/18/12",2012-06-18,2012,6,"2012 6","1010 MASSACHUSETTS AVE NW"
"367","1010 MASSACHUSETTS AVE NW #802",20001,699000,675000,"2","2","0","6/30/14",2014-06-30,2014,6,"2014 6","1010 MASSACHUSETTS AVE NW"
"368","1010 MASSACHUSETTS AVE NW #803",20001,518000,518000,"1","1","0","9/24/12",2012-09-24,2012,9,"2012 9","1010 MASSACHUSETTS AVE NW"
"369","1010 MASSACHUSETTS AVE NW #806",20001,620000,620000,"2","2","0","8/20/12",2012-08-20,2012,8,"2012 8","1010 MASSACHUSETTS AVE NW"
"370","1010 MASSACHUSETTS AVE NW #811",20001,450000,450000,"1","1","0","9/21/12",2012-09-21,2012,9,"2012 9","1010 MASSACHUSETTS AVE NW"
"371","1010 MASSACHUSETTS AVE NW #902",20001,625000,615000,"1","2","0","1/8/13",2013-01-08,2013,1,"2013 1","1010 MASSACHUSETTS AVE NW"
