listing_id,date
9156290,2016-04-18
9156290,2016-04-22
9156290,2016-04-25
9156290,2016-05-06
9156290,2016-05-11
9156290,2016-05-15
9156290,2016-05-17
9156290,2016-05-20
9156290,2016-05-20
9156290,2016-05-29
9156290,2016-06-03
9156290,2016-06-08
9156290,2016-06-11
9156290,2016-06-14
9156290,2016-06-17
9156290,2016-06-18
9156290,2016-06-24
9156290,2016-06-26
9156290,2016-07-02
9156290,2016-07-05
9156290,2016-07-07
9156290,2016-07-11
9156290,2016-07-14
9156290,2016-07-17
9156290,2016-07-18
9156290,2016-07-21
9156290,2016-07-23
9156290,2016-07-24
9156290,2016-07-28
9156290,2016-07-30
9156290,2016-07-31
9156290,2016-08-01
9156290,2016-08-04
9156290,2016-08-05
9156290,2016-08-08
9156290,2016-08-12
9156290,2016-08-14
9156290,2016-08-19
9156290,2016-08-22
9156290,2016-08-26
9156290,2016-08-27
9156290,2016-08-30
9156290,2016-09-04
9156290,2016-09-07
9156290,2016-09-11
9156290,2016-09-13
9156290,2016-09-15
9156290,2016-09-16
9156290,2016-09-21
9156290,2016-09-26
9156290,2016-09-29
9156290,2016-10-01
9156290,2016-10-03
9156290,2016-10-06
9156290,2016-10-08
9156290,2016-10-11
9156290,2016-10-12
9156290,2016-10-14
9156290,2016-10-19
9156290,2016-10-21
9156290,2016-10-23
9156290,2016-10-25
9156290,2016-10-28
9156290,2016-10-29
9156290,2016-10-31
9156290,2016-11-02
9156290,2016-11-04
9156290,2016-11-07
9156290,2016-11-10
9156290,2016-11-12
9156290,2016-11-14
9156290,2016-11-15
9156290,2016-11-17
9156290,2016-11-19
9156290,2016-11-23
9156290,2016-11-28
9156290,2016-12-01
9156290,2016-12-03
9156290,2016-12-05
9156290,2016-12-07
9156290,2016-12-11
9156290,2016-12-14
9156290,2016-12-16
9156290,2016-12-24
9156290,2017-01-01
9156290,2017-01-05
9156290,2017-01-11
9156290,2017-01-15
9156290,2017-01-22
9156290,2017-01-25
9156290,2017-01-28
9156290,2017-02-06
9156290,2017-02-12
9156290,2017-02-18
9156290,2017-02-22
9156290,2017-03-01
9156290,2017-03-04
9156290,2017-03-09
9156290,2017-03-11
9156290,2017-03-14
9156290,2017-03-16
9156290,2017-03-18
9156290,2017-03-22
9156290,2017-03-24
9156290,2017-03-25
9156290,2017-03-31
9156290,2017-04-07
9156290,2017-04-11
9156290,2017-04-18
9156290,2017-04-21
9156290,2017-04-23
9156290,2017-04-26
9156290,2017-04-30
9156290,2017-05-01
9156290,2017-05-06
17088333,2017-02-28
13659651,2016-12-18
13659651,2017-01-16
13659651,2017-01-22
13659651,2017-02-07
13659651,2017-02-12
13659651,2017-02-14
13659651,2017-02-19
13659651,2017-02-22
13659651,2017-03-01
13659651,2017-03-09
13659651,2017-03-11
13659651,2017-03-20
13659651,2017-03-24
13659651,2017-03-29
13659651,2017-04-09
13659651,2017-04-17
13659651,2017-04-21
13659651,2017-05-04
6911905,2015-07-06
