ID,Address,Match,MatchDetail,AddressMatch,LongLat,N,LR
181,"1365 TUCKERMAN ST NW, Washington, DC, 20011",Match,Exact,"1365 Tuckerman St NW, WASHINGTON, DC, 20011","-77.03207,38.96758",76221631,R
182,"1368 FRANKLIN ST NE, Washington, DC, 20017",Match,Exact,"1368 Franklin St NE, WASHINGTON, DC, 20017","-76.98656,38.925674",76228779,L
183,"1370 TAYLOR ST NW, Washington, DC, 20011",Match,Exact,"1370 Taylor St NW, WASHINGTON, DC, 20011","-77.0318,38.940792",76222489,L
184,"1375 EMERALD ST NE, Washington, DC, 20002",Match,Exact,"1375 Emerald St NE, WASHINGTON, DC, 20002","-76.98627,38.89671",76230328,R
185,"1387 SHERIDAN ST NW, Washington, DC, 20011",Match,Exact,"1387 Sheridan St NW, WASHINGTON, DC, 20011","-77.03282,38.96615",76221643,R
186,"139 THOMAS ST NW, Washington, DC, 20001",Match,Exact,"139 Thomas St NW, WASHINGTON, DC, 20001","-77.01306,38.916294",76224641,R
187,"14 O ST NW, Washington, DC, 20001",Match,Exact,"14 O St NW, WASHINGTON, DC, 20001","-77.00956,38.908554",76244082,L
188,"14 T ST NW, Washington, DC, 20001",Match,Exact,"14 T St NW, WASHINGTON, DC, 20001","-77.00955,38.91555",76224683,L
189,"1401 RITTENHOUSE ST NW, Washington, DC, 20011",Match,Exact,"1401 Rittenhouse St NW, WASHINGTON, DC, 20011","-77.03357,38.96544",76221638,R
190,"1402 MASSACHUSETTS AVE SE, Washington, DC, 20003",Match,Exact,"1402 Massachusetts Ave SE, WASHINGTON, DC, 20003","-76.98545,38.887897",76230406,L
191,"1403 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1403 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98543,38.90437",76230148,R
192,"1405 PERRY PL NW, Washington, DC, 20010",Match,Exact,"1405 Perry Pl NW, WASHINGTON, DC, 20010","-77.033035,38.93636",76222938,R
193,"1405 RIDGEVIEW WAY NW, Washington, DC, 20007",No_Match,,,"-77.0856176,38.9070987",,
194,"1410 BUCHANAN ST NW, Washington, DC, 20011",Match,Exact,"1410 Buchanan St NW, WASHINGTON, DC, 20011","-77.03298,38.94611",76222440,L
195,"1413 MORSE ST NE, Washington, DC, 20002",Match,Exact,"1413 Morse St NE, WASHINGTON, DC, 20002","-76.98431,38.901386",76230238,R
196,"1414 COLUMBIA ST NW, Washington, DC, 20001",Match,Exact,"1414 Columbia St NW, WASHINGTON, DC, 20001","-77.024994,38.908764",76226107,L
197,"1414 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1414 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.9852,38.90475",76230148,L
198,"1418 G ST SE, Washington, DC, 20003",Match,Exact,"1418 G St SE, WASHINGTON, DC, 20003","-76.98511,38.88128",76230949,L
199,"1418 POTOMAC AVE SE, Washington, DC, 20003",Match,Exact,"1418 Potomac Ave SE, WASHINGTON, DC, 20003","-76.98465,38.88068",76230951,L
200,"1419 G ST NE, Washington, DC, 20002",Match,Exact,"1419 G St NE, WASHINGTON, DC, 20002","-76.984825,38.898895",76230410,R
201,"1419 G ST NE, Washington, DC, 20002",Match,Exact,"1419 G St NE, WASHINGTON, DC, 20002","-76.984825,38.898895",76230410,R
202,"1420 CORCORAN ST NW, Washington, DC, 20009",Match,Exact,"1420 Corcoran St NW, WASHINGTON, DC, 20009","-77.032555,38.911854",76225681,L
203,"1420 IVES PL SE, Washington, DC, 20003",Match,Exact,"1420 Ives Pl SE, WASHINGTON, DC, 20003","-76.98508,38.879124",76230988,L
204,"1420 MADISON ST NW, Washington, DC, 20011",Match,Exact,"1420 Madison St NW, WASHINGTON, DC, 20011","-77.033844,38.958336",76222300,L
205,"1420 MADISON ST NW, Washington, DC, 20011",Match,Exact,"1420 Madison St NW, WASHINGTON, DC, 20011","-77.033844,38.958336",76222300,L
206,"1420 MORSE ST NE, Washington, DC, 20002",Match,Exact,"1420 Morse St NE, WASHINGTON, DC, 20002","-76.98417,38.90136",76230238,L
207,"1420 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1420 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98498,38.90508",76230216,L
208,"1421 1ST ST NW, Washington, DC, 20001",Match,Exact,"1421 1st St NW, WASHINGTON, DC, 20001","-77.012146,38.90882",76226499,R
209,"1424 12TH ST NW, Washington, DC, 20005",No_Match,,,"-77.0305717,38.909262",,
210,"1425 C ST NE, Washington, DC, 20002",Match,Exact,"1425 C St NE, WASHINGTON, DC, 20002","-76.98479,38.893562",76230353,R
211,"1425 VARNUM ST NW, Washington, DC, 20011",Match,Exact,"1425 Varnum St NW, WASHINGTON, DC, 20011","-77.033424,38.942947",76222468,R
212,"1426 MORSE ST NE, Washington, DC, 20002",Match,Exact,"1426 Morse St NE, WASHINGTON, DC, 20002","-76.984085,38.901318",76230238,L
213,"1427 D ST SE, Washington, DC, 20003",Match,Exact,"1427 D St SE, WASHINGTON, DC, 20003","-76.984985,38.88409",76230933,R
214,"1428 BRENTWOOD RD NE, Washington, DC, 20018",Match,Exact,"1428 Brentwood Rd NE, WASHINGTON, DC, 20018","-76.98417,38.92595",76237956,L
215,"1429 D ST SE, Washington, DC, 20003",Match,Exact,"1429 D St SE, WASHINGTON, DC, 20003","-76.98495,38.88409",76230933,R
216,"1429 IVES PL SE, Washington, DC, 20003",Match,Exact,"1429 Ives Pl SE, WASHINGTON, DC, 20003","-76.98494,38.879097",76230988,R
217,"1429 PARKWOOD PL NW, Washington, DC, 20010",Match,Exact,"1429 Parkwood Pl NW, WASHINGTON, DC, 20010","-77.033264,38.935734",76222941,R
218,"1434 MONTANA AVE NE, Washington, DC, 20018",Match,Exact,"1434 Montana Ave NE, WASHINGTON, DC, 20018","-76.98424,38.923515",76228965,L
219,"1437 G ST NE, Washington, DC, 20002",Match,Exact,"1437 G St NE, WASHINGTON, DC, 20002","-76.98441,38.898895",76230412,R
220,"1437 OTIS ST NE, Washington, DC, 20017",Match,Exact,"1437 Otis St NE, WASHINGTON, DC, 20017","-76.98576,38.934772",76228786,R
221,"144 UHLAND TER NE, Washington, DC, 20002",Match,Exact,"144 Uhland Ter NE, WASHINGTON, DC, 20002","-77.00437,38.917572",76228605,L
222,"144 W ST NW, Washington, DC, 20001",Match,Exact,"144 W St NW, WASHINGTON, DC, 20001","-77.01368,38.919163",76224571,L
223,"1440 A ST NE, Washington, DC, 20002",Match,Exact,"1440 A St NE, WASHINGTON, DC, 20002","-76.98473,38.890945",76230491,L
224,"1441 KEARNEY ST NE, Washington, DC, 20017",Match,Exact,"1441 Kearney St NE, WASHINGTON, DC, 20017","-76.985405,38.930824",76228828,R
225,"1443 G ST NE, Washington, DC, 20002",Match,Exact,"1443 G St NE, WASHINGTON, DC, 20002","-76.98434,38.898895",76230412,R
226,"1449 HARVARD ST NW, Washington, DC, 20009",Match,Exact,"1449 Harvard St NW, WASHINGTON, DC, 20009","-77.03413,38.92642",76223005,R
227,"1466 OGDEN ST NW, Washington, DC, 20010",Match,Exact,"1466 Ogden St NW, WASHINGTON, DC, 20010","-77.034294,38.934967",76222933,L
228,"1476 HARVARD ST NW, Washington, DC, 20009",Match,Exact,"1476 Harvard St NW, WASHINGTON, DC, 20009","-77.03473,38.926353",76223005,L
229,"15 8TH ST NE, Washington, DC, 20002",Match,Exact,"15 8th St NE, WASHINGTON, DC, 20002","-76.99495,38.890007",76230017,R
230,"15 EVARTS ST NE, Washington, DC, 20002",Match,Exact,"15 Evarts St NE, WASHINGTON, DC, 20002","-77.00881,38.924503",76224665,R
231,"15 Q ST NW, Washington, DC, 20001",Match,Exact,"15 Q St NW, WASHINGTON, DC, 20001","-77.01024,38.911133",76226493,R
232,"150 11TH ST NE, Washington, DC, 20002",Match,Exact,"150 11th St NE, WASHINGTON, DC, 20002","-76.99155,38.891407",76237020,L
233,"1501 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"1501 Gallatin St NW, WASHINGTON, DC, 20011","-77.03467,38.95189",76239721,R
234,"1503 CONSTITUTION AVE NE, Washington, DC, 20002",Match,Exact,"1503 Constitution Ave NE, WASHINGTON, DC, 20002","-76.98354,38.891994",76230488,R
235,"1506 SPRING PL NW, Washington, DC, 20010",Match,Exact,"1506 Spring Pl NW, WASHINGTON, DC, 20010","-77.034706,38.936695",76242874,L
236,"1507 33RD ST NW, Washington, DC, 20007",Match,Exact,"1507 33rd St NW, WASHINGTON, DC, 20007","-77.06607,38.909016",76224866,R
237,"1508 D ST NE, Washington, DC, 20002",Match,Exact,"1508 D St NE, WASHINGTON, DC, 20002","-76.98347,38.894794",76230447,L
238,"1508 VARNUM ST NW, Washington, DC, 20011",Match,Exact,"1508 Varnum St NW, WASHINGTON, DC, 20011","-77.03476,38.942924",76222404,L
239,"1509 HAMLIN ST NE, Washington, DC, 20017",Match,Exact,"1509 Hamlin St NE, WASHINGTON, DC, 20017","-76.983826,38.927925",76228852,R
240,"1510 D ST NE, Washington, DC, 20002",Match,Exact,"1510 D St NE, WASHINGTON, DC, 20002","-76.983444,38.894794",76230447,L
241,"1510 MONROE ST NE, Washington, DC, 20017",Match,Exact,"1510 Monroe St NE, WASHINGTON, DC, 20017","-76.98419,38.932896",76228801,L
242,"1512 VAN BUREN ST NW, Washington, DC, 20012",Match,Exact,"1512 Van Buren St NW, WASHINGTON, DC, 20012","-77.03505,38.969913",76221599,L
243,"1513 4TH ST NW, Washington, DC, 20001",Match,Exact,"1513 4th St NW, WASHINGTON, DC, 20001","-77.01614,38.910015",76226462,R
244,"1514 NEW JERSEY AVE NW, Washington, DC, 20001",Match,Exact,"1514 New Jersey Ave NW, WASHINGTON, DC, 20001","-77.01652,38.910213",76237500,L
245,"1516 1ST ST NW, Washington, DC, 20001",Match,Exact,"1516 1st St NW, WASHINGTON, DC, 20001","-77.012184,38.910122",76226497,L
246,"1516 WEBSTER ST NW, Washington, DC, 20011",Match,Exact,"1516 Webster St NW, WASHINGTON, DC, 20011","-77.0349,38.943985",76222402,L
247,"1518 6TH ST NW, Washington, DC, 20001",Match,Exact,"1518 6th St NW, WASHINGTON, DC, 20001","-77.01992,38.90996",76226221,L
248,"1518 CONSTITUTION AVE NE, Washington, DC, 20002",Match,Exact,"1518 Constitution Ave NE, WASHINGTON, DC, 20002","-76.98334,38.89202",76230488,L
249,"1518 POTOMAC AVE SE, Washington, DC, 20003",Match,Exact,"1518 Potomac Ave SE, WASHINGTON, DC, 20003","-76.98297,38.88137",76230959,L
250,"1521 29TH ST NW, Washington, DC, 20007",Match,Exact,"1521 29th St NW, WASHINGTON, DC, 20007","-77.058174,38.90961",76224985,R
251,"1521 A ST SE, Washington, DC, 20003",Match,Exact,"1521 A St SE, WASHINGTON, DC, 20003","-76.983315,38.88866",76230511,R
252,"1523 1ST ST NW, Washington, DC, 20001",Match,Exact,"1523 1st St NW, WASHINGTON, DC, 20001","-77.012146,38.910343",76226497,R
253,"1523 INDEPENDENCE AVE SE, Washington, DC, 20003",Match,Exact,"1523 Independence Ave SE, WASHINGTON, DC, 20003","-76.98329,38.88758",76230506,R
254,"1524 3RD ST NW, Washington, DC, 20001",Match,Exact,"1524 3rd St NW, WASHINGTON, DC, 20001","-77.0152,38.910435",76226469,L
255,"1524 SPRING PL NW, Washington, DC, 20010",Match,Exact,"1524 Spring Pl NW, WASHINGTON, DC, 20010","-77.0351,38.936714",76242875,L
256,"1525 MARION ST NW, Washington, DC, 20001",Match,Exact,"1525 Marion St NW, WASHINGTON, DC, 20001","-77.020905,38.910313",76226205,R
257,"1525 MONROE ST NW, Washington, DC, 20010",Match,Exact,"1525 Monroe St NW, WASHINGTON, DC, 20010","-77.03572,38.932343",611109805,R
258,"1526 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1526 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98464,38.905556",76230186,L
259,"1528 GALES ST NE, Washington, DC, 20002",Match,Exact,"1528 Gales St NE, WASHINGTON, DC, 20002","-76.983154,38.898735",76230413,L
260,"1530 15TH ST NW, Washington, DC, 20005",Match,Exact,"1530 15th St NW, WASHINGTON, DC, 20005","-77.03458,38.910477",635190482,L
261,"1530 EAST CAPITOL ST NE, Washington, DC, 20003",Match,Exact,"1530 E Capitol St NE, WASHINGTON, DC, 20003","-76.98307,38.889816",632575612,L
262,"1531 GALES ST NE, Washington, DC, 20002",Match,Exact,"1531 Gales St NE, WASHINGTON, DC, 20002","-76.98312,38.8987",76230413,R
263,"1533 EAST CAPITOL ST SE, Washington, DC, 20003",Match,Exact,"1533 E Capitol St SE, WASHINGTON, DC, 20003","-76.98311,38.88979",632575612,R
264,"1535 5TH ST NW, Washington, DC, 20001",Match,Exact,"1535 5th St NW, WASHINGTON, DC, 20001","-77.01891,38.91018",76226226,R
265,"1535 NEWTON ST NE, Washington, DC, 20017",Match,Exact,"1535 Newton St NE, WASHINGTON, DC, 20017","-76.983894,38.933872",76228799,R
266,"1541 T ST NW, Washington, DC, 20009",Match,Exact,"1541 T St NW, WASHINGTON, DC, 20009","-77.03536,38.915585",76223171,R
267,"1542 44TH ST NW, Washington, DC, 20007",Match,Exact,"1542 44th St NW, WASHINGTON, DC, 20007","-77.080795,38.90982",76224784,L
268,"1600 C ST NE, Washington, DC, 20002",Match,Exact,"1600 C St NE, WASHINGTON, DC, 20002","-76.98217,38.89334",76230471,L
269,"1608 LAWRENCE ST NE, Washington, DC, 20018",Match,Exact,"1608 Lawrence St NE, WASHINGTON, DC, 20018","-76.98245,38.93199",76228820,L
270,"1608 MASSACHUSETTS AVE SE, Washington, DC, 20003",Match,Exact,"1608 Massachusetts Ave SE, WASHINGTON, DC, 20003","-76.98203,38.88648",76230936,L
271,"1608 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1608 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98426,38.906097",76230189,L
272,"1611 A ST NE, Washington, DC, 20002",Match,Exact,"1611 A St NE, WASHINGTON, DC, 20002","-76.98106,38.890915",76230517,R
273,"1615 D ST SE, Washington, DC, 20003",Match,Exact,"1615 D St SE, WASHINGTON, DC, 20003","-76.981964,38.88409",76230966,R
274,"1615 H ST SE, Washington, DC, 20003",Match,Exact,"1615 H St SE, WASHINGTON, DC, 20003","-76.98204,38.880276",76230981,R
275,"1616 22ND ST NW, Washington, DC, 20008",Match,Exact,"1616 22nd St NW, WASHINGTON, DC, 20008","-77.048805,38.91172",76222762,L
276,"1617 H ST SE, Washington, DC, 20003",Match,Exact,"1617 H St SE, WASHINGTON, DC, 20003","-76.98201,38.880276",76230981,R
277,"1617 INDEPENDENCE AVE SE, Washington, DC, 20003",Match,Exact,"1617 Independence Ave SE, WASHINGTON, DC, 20003","-76.98162,38.887577",76230524,R
278,"1617 NEW JERSEY AVE NW, Washington, DC, 20001",Match,Exact,"1617 New Jersey Ave NW, WASHINGTON, DC, 20001","-77.016945,38.911495",76226455,R
279,"1617 WEBSTER ST NW, Washington, DC, 20011",Match,Exact,"1617 Webster St NW, WASHINGTON, DC, 20011","-77.0369,38.944016",76222396,R
280,"1617 WEBSTER ST NW, Washington, DC, 20011",Match,Exact,"1617 Webster St NW, WASHINGTON, DC, 20011","-77.0369,38.944016",76222396,R
281,"1618 CORCORAN ST NW, Washington, DC, 20009",Match,Exact,"1618 Corcoran St NW, WASHINGTON, DC, 20009","-77.03721,38.911854",611389807,L
282,"1618 F ST NE, Washington, DC, 20002",Match,Exact,"1618 F St NE, WASHINGTON, DC, 20002","-76.98169,38.89668",76230453,L
283,"1618 NEWTON ST NE, Washington, DC, 20018",Match,Exact,"1618 Newton St NE, WASHINGTON, DC, 20018","-76.98247,38.93397",76228816,L
284,"1620 LAMONT ST NW, Washington, DC, 20010",Match,Exact,"1620 Lamont St NW, WASHINGTON, DC, 20010","-77.03708,38.93067",76222894,L
285,"1621 33RD ST NW, Washington, DC, 20007",Match,Exact,"1621 33rd St NW, WASHINGTON, DC, 20007","-77.06611,38.911697",76224862,R
286,"1621 5TH ST NW, Washington, DC, 20001",Match,Exact,"1621 5th St NW, WASHINGTON, DC, 20001","-77.018906,38.91192",76224464,R
287,"1622 MASSACHUSETTS AVE SE, Washington, DC, 20003",Match,Exact,"1622 Massachusetts Ave SE, WASHINGTON, DC, 20003","-76.98184,38.886402",76230936,L
288,"1624 D ST SE, Washington, DC, 20003",Match,Exact,"1624 D St SE, WASHINGTON, DC, 20003","-76.981834,38.884117",76230966,L
289,"1626 F ST NE, Washington, DC, 20002",Match,Exact,"1626 F St NE, WASHINGTON, DC, 20002","-76.98149,38.89668",76230453,L
290,"1629 LANG PL NE, Washington, DC, 20002",Match,Exact,"1629 Lang Pl NE, WASHINGTON, DC, 20002","-76.9801,38.904354",76230268,R
291,"1629 ROSEDALE ST NE, Washington, DC, 20002",Match,Exact,"1629 Rosedale St NE, WASHINGTON, DC, 20002","-76.98145,38.897438",76230426,R
292,"163 RHODE ISLAND AVE NE, Washington, DC, 20002",Match,Exact,"163 Rhode Island Ave NE, WASHINGTON, DC, 20002","-77.004425,38.918392",76243069,R
293,"1630 5TH ST NW, Washington, DC, 20001",Match,Exact,"1630 5th St NW, WASHINGTON, DC, 20001","-77.01894,38.9119",76224464,L
294,"1631 MADISON ST NW, Washington, DC, 20011",Match,Exact,"1631 Madison St NW, WASHINGTON, DC, 20011","-77.037926,38.958557",76222254,R
295,"1632 ROSEDALE ST NE, Washington, DC, 20002",Match,Exact,"1632 Rosedale St NE, WASHINGTON, DC, 20002","-76.98136,38.897453",76230426,L
296,"1636 ROSEDALE ST NE, Washington, DC, 20002",Match,Exact,"1636 Rosedale St NE, WASHINGTON, DC, 20002","-76.981285,38.897438",76230426,L
297,"1637 LANG PL NE, Washington, DC, 20002",Match,Exact,"1637 Lang Pl NE, WASHINGTON, DC, 20002","-76.97998,38.904354",76230268,R
298,"1642 NEWTON ST NW, Washington, DC, 20010",Match,Exact,"1642 Newton St NW, WASHINGTON, DC, 20010","-77.037964,38.93386",76222845,L
299,"1644 L ST NE, Washington, DC, 20002",Match,Exact,"1644 L St NE, WASHINGTON, DC, 20002","-76.98014,38.90373",76230271,L
300,"1645 31ST ST NW, Washington, DC, 20007",Match,Exact,"1645 31st St NW, WASHINGTON, DC, 20007","-77.062515,38.911827",76221252,R
301,"1647 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1647 Montello Ave NE, WASHINGTON, DC, 20002","-76.9863,38.908287",76230115,R
302,"1654 GALES ST NE, Washington, DC, 20002",Match,Exact,"1654 Gales St NE, WASHINGTON, DC, 20002","-76.98066,38.898296",76230452,L
303,"166 U ST NE, Washington, DC, 20002",Match,Exact,"166 U St NE, WASHINGTON, DC, 20002","-77.00428,38.91701",76228607,L
304,"1661 KRAMER ST NE, Washington, DC, 20002",Match,Exact,"1661 Kramer St NE, WASHINGTON, DC, 20002","-76.98068,38.89778",76230424,R
305,"1661 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1661 Montello Ave NE, WASHINGTON, DC, 20002","-76.98615,38.908493",76230117,R
306,"1667 GALES ST NE, Washington, DC, 20002",Match,Exact,"1667 Gales St NE, WASHINGTON, DC, 20002","-76.98043,38.898228",76230452,R
307,"1669 GALES ST NE, Washington, DC, 20002",Match,Exact,"1669 Gales St NE, WASHINGTON, DC, 20002","-76.980385,38.898224",76230452,R
308,"167 U ST NE, Washington, DC, 20002",Match,Exact,"167 U St NE, WASHINGTON, DC, 20002","-77.0043,38.916985",76228607,R
309,"170 TODD PL NE, Washington, DC, 20002",Match,Exact,"170 Todd Pl NE, WASHINGTON, DC, 20002","-77.00421,38.916294",76228609,L
310,"1702 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1702 Montello Ave NE, WASHINGTON, DC, 20002","-76.9858,38.909046",76230104,L
311,"1705 IRVING ST NW, Washington, DC, 20010",Match,Exact,"1705 Irving St NW, WASHINGTON, DC, 20010","-77.03908,38.92882",76222870,R
312,"1706 3RD ST NE, Washington, DC, 20002",Match,Exact,"1706 3rd St NE, WASHINGTON, DC, 20002","-77.00205,38.91282",76228631,L
313,"1706 D ST NE, Washington, DC, 20002",Match,Exact,"1706 D St NE, WASHINGTON, DC, 20002","-76.980515,38.894794",76230470,L
314,"1708 C ST NE, Washington, DC, 20002",Match,Exact,"1708 C St NE, WASHINGTON, DC, 20002","-76.98036,38.893314",76230479,L
315,"1710 3RD ST NE, Washington, DC, 20002",Match,Exact,"1710 3rd St NE, WASHINGTON, DC, 20002","-77.00205,38.91294",76228631,L
316,"1711 NORTH CAPITOL ST NE, Washington, DC, 20002",Match,Exact,"1711 N Capitol St NE, WASHINGTON, DC, 20002","-77.00903,38.91294",76224694,R
317,"1712 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1712 Montello Ave NE, WASHINGTON, DC, 20002","-76.985664,38.909245",76230104,L
318,"1714 5TH ST NW, Washington, DC, 20001",Match,Exact,"1714 5th St NW, WASHINGTON, DC, 20001","-77.01894,38.9134",76224457,L
319,"1715 L ST NE, Washington, DC, 20002",Match,Exact,"1715 L St NE, WASHINGTON, DC, 20002","-76.97952,38.9037",76230274,R
320,"1716 34TH ST NW, Washington, DC, 20007",Match,Exact,"1716 34th St NW, WASHINGTON, DC, 20007","-77.06793,38.91395",76221229,L
321,"1716 Q ST NW, Washington, DC, 20009",Match,Exact,"1716 Q St NW, WASHINGTON, DC, 20009","-77.039116,38.911114",76225607,L
322,"1717 EVARTS ST NE, Washington, DC, 20018",Match,Exact,"1717 Evarts St NE, WASHINGTON, DC, 20018","-76.980415,38.924496",76228990,R
323,"1718 M ST NE, Washington, DC, 20002",Match,Exact,"1718 M St NE, WASHINGTON, DC, 20002","-76.97878,38.905643",76231236,L
324,"1719 LYMAN PL NE, Washington, DC, 20002",Match,Exact,"1719 Lyman Pl NE, WASHINGTON, DC, 20002","-76.97862,38.904957",76231241,R
325,"172 U ST NE, Washington, DC, 20002",Match,Exact,"172 U St NE, WASHINGTON, DC, 20002","-77.00415,38.91701",76228607,L
326,"1721 BAY ST SE, Washington, DC, 20003",Match,Exact,"1721 Bay St SE, WASHINGTON, DC, 20003","-76.980354,38.88663",76230533,R
327,"1721 MONROE ST NE, Washington, DC, 20018",Match,Exact,"1721 Monroe St NE, WASHINGTON, DC, 20018","-76.98081,38.933037",76228824,R
328,"1722 2ND ST NW, Washington, DC, 20001",Match,Exact,"1722 2nd St NW, WASHINGTON, DC, 20001","-77.01412,38.91352",76224625,L
329,"1722 2ND ST NW, Washington, DC, 20001",Match,Exact,"1722 2nd St NW, WASHINGTON, DC, 20001","-77.01412,38.91352",76224625,L
330,"1728 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1728 Montello Ave NE, WASHINGTON, DC, 20002","-76.98544,38.909565",76230104,L
331,"1729 LANG PL NE, Washington, DC, 20002",Match,Exact,"1729 Lang Pl NE, WASHINGTON, DC, 20002","-76.9785,38.904358",76230270,R
332,"1731 LYMAN PL NE, Washington, DC, 20002",Match,Exact,"1731 Lyman Pl NE, WASHINGTON, DC, 20002","-76.97847,38.90496",76231241,R
333,"1732 LYMAN PL NE, Washington, DC, 20002",Match,Exact,"1732 Lyman Pl NE, WASHINGTON, DC, 20002","-76.97845,38.904987",76231241,L
334,"1733 D ST SE, Washington, DC, 20003",Match,Exact,"1733 D St SE, WASHINGTON, DC, 20003","-76.980156,38.884087",76230973,R
335,"1735 SEATON ST NW, Washington, DC, 20009",Match,Exact,"1735 Seaton St NW, WASHINGTON, DC, 20009","-77.03923,38.91758",76223071,R
336,"1736 BAY ST SE, Washington, DC, 20003",Match,Exact,"1736 Bay St SE, WASHINGTON, DC, 20003","-76.980095,38.886658",76230533,L
337,"1738 POTOMAC AVE SE, Washington, DC, 20003",Match,Exact,"1738 Potomac Ave SE, WASHINGTON, DC, 20003","-76.97927,38.882877",76230985,L
338,"1741 LYMAN PL NE, Washington, DC, 20002",Match,Exact,"1741 Lyman Pl NE, WASHINGTON, DC, 20002","-76.97835,38.90496",76231241,R
339,"1743 L ST NE, Washington, DC, 20002",Match,Exact,"1743 L St NE, WASHINGTON, DC, 20002","-76.9788,38.9037",76230276,R
340,"1745 D ST SE, Washington, DC, 20003",Match,Exact,"1745 D St SE, WASHINGTON, DC, 20003","-76.979965,38.884087",76230973,R
341,"1749 SWANN ST NW, Washington, DC, 20009",Match,Exact,"1749 Swann St NW, WASHINGTON, DC, 20009","-77.04017,38.91485",76223100,R
342,"175 V ST NE, Washington, DC, 20002",Match,Exact,"175 V St NE, WASHINGTON, DC, 20002","-77.0038,38.91809",76243067,R
343,"1751 L ST NE, Washington, DC, 20002",Match,Exact,"1751 L St NE, WASHINGTON, DC, 20002","-76.97871,38.9037",76230276,R
344,"1754 LYMAN PL NE, Washington, DC, 20002",Match,Exact,"1754 Lyman Pl NE, WASHINGTON, DC, 20002","-76.97817,38.904987",76231241,L
345,"1760 LANG PL NE, Washington, DC, 20002",Match,Exact,"1760 Lang Pl NE, WASHINGTON, DC, 20002","-76.978096,38.90438",76230270,L
346,"1783 LYMAN PL NE, Washington, DC, 20002",Match,Exact,"1783 Lyman Pl NE, WASHINGTON, DC, 20002","-76.97781,38.904957",76231241,R
347,"18 7TH ST NE, Washington, DC, 20002",Match,Exact,"18 7th St NE, WASHINGTON, DC, 20002","-76.99619,38.890034",76230013,L
348,"18 O ST NW, Washington, DC, 20001",Match,Exact,"18 O St NW, WASHINGTON, DC, 20001","-77.009674,38.908554",76244082,L
349,"1802 POTOMAC AVE SE, Washington, DC, 20003",Match,Exact,"1802 Potomac Ave SE, WASHINGTON, DC, 20003","-76.97889,38.883034",76231604,L
350,"1803 4TH ST NW, Washington, DC, 20001",Match,Exact,"1803 4th St NW, WASHINGTON, DC, 20001","-77.01707,38.914326",76224451,R
351,"1803 A ST SE, Washington, DC, 20003",Match,Exact,"1803 A St SE, WASHINGTON, DC, 20003","-76.978874,38.888657",76231391,R
352,"1806 POTOMAC AVE SE, Washington, DC, 20003",Match,Exact,"1806 Potomac Ave SE, WASHINGTON, DC, 20003","-76.97883,38.88306",76231604,L
353,"1810 D ST SE, Washington, DC, 20003",Match,Exact,"1810 D St SE, WASHINGTON, DC, 20003","-76.97875,38.884113",76231601,L
354,"1811 INDEPENDENCE AVE SE, Washington, DC, 20003",Match,Exact,"1811 Independence Ave SE, WASHINGTON, DC, 20003","-76.97875,38.887577",76231395,R
355,"1812 L ST NE, Washington, DC, 20002",Match,Exact,"1812 L St NE, WASHINGTON, DC, 20002","-76.97778,38.90373",76231244,L
356,"1813 MONROE ST NE, Washington, DC, 20018",Match,Exact,"1813 Monroe St NE, WASHINGTON, DC, 20018","-76.97926,38.9331",76229135,R
357,"1814 CORCORAN ST NE, Washington, DC, 20002",Match,Exact,"1814 Corcoran St NE, WASHINGTON, DC, 20002","-76.98724,38.911278",623879768,L
358,"1814 INDEPENDENCE AVE SE, Washington, DC, 20003",Match,Exact,"1814 Independence Ave SE, WASHINGTON, DC, 20003","-76.97868,38.887604",76231395,L
359,"1815 HAMLIN ST NE, Washington, DC, 20018",Match,Exact,"1815 Hamlin St NE, WASHINGTON, DC, 20018","-76.97874,38.927734",76236629,R
360,"1815 OTIS ST NE, Washington, DC, 20018",Match,Exact,"1815 Otis St NE, WASHINGTON, DC, 20018","-76.97936,38.935074",76229129,R
361,"1820 KALORAMA SQ NW, Washington, DC, 20008",Match,Non_Exact,"1820 Kalorama Rd NW, WASHINGTON, DC, 20008","-77.042336,38.919643",76223039,L
362,"1821 L ST NE, Washington, DC, 20002",Match,Exact,"1821 L St NE, WASHINGTON, DC, 20002","-76.977646,38.9037",76231244,R
