ID,Address,Match,MatchDetail,AddressMatch,LongLat,N,LR
39,"1131 7TH ST NE, Washington, DC, 20002",No_Match,,,"-76.9980137,38.9046652",,
40,"1132 NEAL ST NE, Washington, DC, 20002",Match,Exact,"1132 Neal St NE, WASHINGTON, DC, 20002","-76.990486,38.90524",76230120,L
41,"115 HAMILTON ST NW, Washington, DC, 20011",Match,Exact,"115 Hamilton St NW, WASHINGTON, DC, 20011","-77.01197,38.95338",76223795,R
42,"1166 1ST ST NW, Washington, DC, 20001",Match,Exact,"1166 1st St NW, WASHINGTON, DC, 20001","-77.01219,38.90512",76237584,L
43,"117 3RD ST NE, Washington, DC, 20002",Match,Exact,"117 3rd St NE, WASHINGTON, DC, 20002","-77.00203,38.891148",76229882,R
44,"1170 MORSE ST NE, Washington, DC, 20002",Match,Exact,"1170 Morse St NE, WASHINGTON, DC, 20002","-76.99037,38.904",76229789,L
45,"12 EVARTS ST NE, Washington, DC, 20002",Match,Exact,"12 Evarts St NE, WASHINGTON, DC, 20002","-77.00886,38.92453",76224665,L
46,"12 HANOVER PL NW, Washington, DC, 20001",Match,Exact,"12 Hanover Pl NW, WASHINGTON, DC, 20001","-77.00923,38.907837",635190660,R
47,"120 BRYANT ST NW, Washington, DC, 20001",Match,Exact,"120 Bryant St NW, WASHINGTON, DC, 20001","-77.01281,38.921238",76224582,L
48,"1201 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1201 Queen St NE, WASHINGTON, DC, 20002","-76.98707,38.907005",76230114,R
49,"1201 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1201 Queen St NE, WASHINGTON, DC, 20002","-76.98707,38.907005",76230114,R
50,"1201 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1201 Queen St NE, WASHINGTON, DC, 20002","-76.98707,38.907005",76230114,R
51,"1205 C ST NE, Washington, DC, 20002",Match,Exact,"1205 C St NE, WASHINGTON, DC, 20002","-76.99004,38.893562",76230307,R
52,"1206 FLORAL ST NW, Washington, DC, 20012",Match,Exact,"1206 Floral St NW, WASHINGTON, DC, 20012","-77.02806,38.978676",76221694,L
53,"1206 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"1206 Gallatin St NW, WASHINGTON, DC, 20011","-77.02767,38.95186",76223290,L
54,"1206 KENNEDY ST NW, Washington, DC, 20011",Match,Exact,"1206 Kennedy St NW, WASHINGTON, DC, 20011","-77.028206,38.956203",76223270,L
55,"1207 EMERSON ST NW, Washington, DC, 20011",Match,Exact,"1207 Emerson St NW, WASHINGTON, DC, 20011","-77.02801,38.94975",76223434,R
56,"1207 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1207 Queen St NE, WASHINGTON, DC, 20002","-76.986855,38.906918",76230114,R
57,"1209 S ST NW, Washington, DC, 20009",Match,Exact,"1209 S St NW, WASHINGTON, DC, 20009","-77.028275,38.91411",76224314,R
58,"121 18TH ST SE, Washington, DC, 20003",Match,Exact,"121 18th St SE, WASHINGTON, DC, 20003","-76.97901,38.888416",76230529,R
59,"121 ROCK CREEK CHURCH RD NW, Washington, DC, 20011",Match,Exact,"121 Rock Creek Church Rd NW, WASHINGTON, DC, 20011","-77.012566,38.942997",76223970,R
60,"1210 INDEPENDENCE AVE SE, Washington, DC, 20003",Match,Exact,"1210 Independence Ave SE, WASHINGTON, DC, 20003","-76.98997,38.887608",76230378,L
61,"1210 POTOMAC AVE SE, Washington, DC, 20003",Match,Exact,"1210 Potomac Ave SE, WASHINGTON, DC, 20003","-76.98998,38.87852",76238037,L
62,"1211 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"1211 Gallatin St NW, WASHINGTON, DC, 20011","-77.02775,38.951885",76223290,R
63,"1211 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1211 Queen St NE, WASHINGTON, DC, 20002","-76.98672,38.906857",76230114,R
64,"1211 RAUM ST NE, Washington, DC, 20002",Match,Exact,"1211 Raum St NE, WASHINGTON, DC, 20002","-76.98545,38.908787",76230118,R
65,"1213 18TH ST NE, Washington, DC, 20002",Match,Exact,"1213 18th St NE, WASHINGTON, DC, 20002","-76.97803,38.905857",76231230,R
66,"1215 I ST SE, Washington, DC, 20003",Match,Exact,"1215 I St SE, WASHINGTON, DC, 20003","-76.9899,38.879265",76230916,R
67,"1215 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"1215 Ingraham St NW, WASHINGTON, DC, 20011","-77.02808,38.954094",76223284,R
68,"1216 18TH ST NE, Washington, DC, 20002",Match,Exact,"1216 18th St NE, WASHINGTON, DC, 20002","-76.978065,38.905907",76231230,L
69,"1217 18TH ST NE, Washington, DC, 20002",Match,Exact,"1217 18th St NE, WASHINGTON, DC, 20002","-76.97803,38.905907",76231230,R
70,"1217 UPSHUR ST NE, Washington, DC, 20017",Match,Exact,"1217 Upshur St NE, WASHINGTON, DC, 20017","-76.98914,38.941784",76228318,R
71,"1219 FLORAL ST NW, Washington, DC, 20012",Match,Exact,"1219 Floral St NW, WASHINGTON, DC, 20012","-77.02827,38.978703",76221694,R
72,"1219 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"1219 Gallatin St NW, WASHINGTON, DC, 20011","-77.027916,38.951885",76223290,R
73,"1219 INDEPENDENCE AVE SE, Washington, DC, 20003",Match,Exact,"1219 Independence Ave SE, WASHINGTON, DC, 20003","-76.98983,38.88758",76230378,R
74,"1219 KENNEDY ST NW, Washington, DC, 20011",Match,Exact,"1219 Kennedy St NW, WASHINGTON, DC, 20011","-77.02839,38.95623",76223270,R
75,"122 18TH ST SE, Washington, DC, 20003",Match,Exact,"122 18th St SE, WASHINGTON, DC, 20003","-76.97897,38.888397",76230529,L
76,"122 LONGFELLOW ST NW, Washington, DC, 20011",Match,Exact,"122 Longfellow St NW, WASHINGTON, DC, 20011","-77.01249,38.95765",76223743,L
77,"1220 ALLISON ST NE, Washington, DC, 20017",Match,Exact,"1220 Allison St NE, WASHINGTON, DC, 20017","-76.98985,38.94527",76228281,L
78,"1220 JACKSON ST NE, Washington, DC, 20017",Match,Exact,"1220 Jackson St NE, WASHINGTON, DC, 20017","-76.99022,38.92962",76228752,L
79,"1221 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1221 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98662,38.90266",76230150,R
80,"1223 4TH ST NW, Washington, DC, 20001",No_Match,,,"-77.0180587,38.9063892",,
81,"1223 IRVING ST NE, Washington, DC, 20017",Match,Exact,"1223 Irving St NE, WASHINGTON, DC, 20017","-76.9901,38.928604",76228754,R
82,"1224 FAIRMONT ST NW, Washington, DC, 20009",Match,Exact,"1224 Fairmont St NW, WASHINGTON, DC, 20009","-77.02868,38.924736",76224236,L
83,"1226 QUINCY ST NW, Washington, DC, 20011",Match,Exact,"1226 Quincy St NW, WASHINGTON, DC, 20011","-77.02793,38.93759",632575853,L
84,"1227 HAMILTON ST NW, Washington, DC, 20011",Match,Exact,"1227 Hamilton St NW, WASHINGTON, DC, 20011","-77.02819,38.95292",76223287,R
85,"1227 ORREN ST NE, Washington, DC, 20002",Match,Exact,"1227 Orren St NE, WASHINGTON, DC, 20002","-76.98585,38.9024",76230151,R
86,"1229 CONSTITUTION AVE NE, Washington, DC, 20002",Match,Exact,"1229 Constitution Ave NE, WASHINGTON, DC, 20002","-76.98911,38.892002",76230364,R
87,"1229 GIRARD ST NE, Washington, DC, 20017",Match,Exact,"1229 Girard St NE, WASHINGTON, DC, 20017","-76.98981,38.92656",76228770,R
88,"1229 GIRARD ST NE, Washington, DC, 20017",Match,Exact,"1229 Girard St NE, WASHINGTON, DC, 20017","-76.98981,38.92656",76228770,R
89,"1229 OWEN PL NE, Washington, DC, 20002",Match,Exact,"1229 Owen Pl NE, WASHINGTON, DC, 20002","-76.98706,38.90564",76230112,R
90,"123 11TH ST SE, Washington, DC, 20003",Match,Exact,"123 11th St SE, WASHINGTON, DC, 20003","-76.99155,38.88856",632589620,R
91,"1230 HAMILTON ST NW, Washington, DC, 20011",Match,Exact,"1230 Hamilton St NW, WASHINGTON, DC, 20011","-77.02827,38.952892",76223287,L
92,"1231 ROCK CREEK FORD RD NW, Washington, DC, 20011",Match,Exact,"1231 Rock Creek Ford Rd NW, WASHINGTON, DC, 20011","-77.02879,38.96181",76223221,R
93,"1232 C ST NE, Washington, DC, 20002",Match,Exact,"1232 C St NE, WASHINGTON, DC, 20002","-76.98914,38.89359",76230309,L
94,"1234 C ST NE, Washington, DC, 20002",Match,Exact,"1234 C St NE, WASHINGTON, DC, 20002","-76.98912,38.89359",76230309,L
95,"1236 RHODE ISLAND AVE NE, Washington, DC, 20018",Match,Exact,"1236 Rhode Island Ave NE, WASHINGTON, DC, 20018","-76.98921,38.92345",76228923,L
96,"1237 16TH ST NE, Washington, DC, 20002",Match,Exact,"1237 16th St NE, WASHINGTON, DC, 20002","-76.98033,38.906418",76230212,R
97,"124 4TH ST NE, Washington, DC, 20002",Match,Exact,"124 4th St NE, WASHINGTON, DC, 20002","-77.000595,38.891228",76229906,L
98,"124 U ST NE, Washington, DC, 20002",Match,Exact,"124 U St NE, WASHINGTON, DC, 20002","-77.005424,38.91701",76224709,L
99,"124 U ST NE, Washington, DC, 20002",Match,Exact,"124 U St NE, WASHINGTON, DC, 20002","-77.005424,38.91701",76224709,L
100,"1241 I ST NE, Washington, DC, 20002",Match,Exact,"1241 I St NE, WASHINGTON, DC, 20002","-76.98944,38.901306",76230155,R
101,"1242 NEAL ST NE, Washington, DC, 20002",Match,Exact,"1242 Neal St NE, WASHINGTON, DC, 20002","-76.9877,38.904057",76230133,L
102,"1242 POTOMAC ST NW, Washington, DC, 20007",Match,Exact,"1242 Potomac St NW, WASHINGTON, DC, 20007","-77.06524,38.90622",76224900,L
103,"1242 POTOMAC ST NW, Washington, DC, 20007",Match,Exact,"1242 Potomac St NW, WASHINGTON, DC, 20007","-77.06524,38.90622",76224900,L
104,"1243 LINDEN PL NE, Washington, DC, 20002",Match,Exact,"1243 Linden Pl NE, WASHINGTON, DC, 20002","-76.989395,38.899536",76230165,R
105,"1247 FARRAGUT PL NE, Washington, DC, 20017",Match,Exact,"1247 Farragut Pl NE, WASHINGTON, DC, 20017","-76.9887,38.95161",76228244,R
106,"125 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"125 Ingraham St NW, WASHINGTON, DC, 20011","-77.01211,38.954548",76223790,R
107,"1252 PENN ST NE, Washington, DC, 20002",Match,Exact,"1252 Penn St NE, WASHINGTON, DC, 20002","-76.98619,38.90594",76230110,L
108,"1255 WYLIE ST NE, Washington, DC, 20002",Match,Exact,"1255 Wylie St NE, WASHINGTON, DC, 20002","-76.98919,38.900745",76230161,R
109,"1259 OWEN PL NE, Washington, DC, 20002",Match,Exact,"1259 Owen Pl NE, WASHINGTON, DC, 20002","-76.9863,38.90531",76230112,R
110,"1265 OWEN PL NE, Washington, DC, 20002",Match,Exact,"1265 Owen Pl NE, WASHINGTON, DC, 20002","-76.986145,38.905247",76230112,R
111,"127 16TH ST NE, Washington, DC, 20002",Match,Exact,"127 16th St NE, WASHINGTON, DC, 20002","-76.98219,38.89124",76230497,R
112,"127 18TH ST SE, Washington, DC, 20003",Match,Exact,"127 18th St SE, WASHINGTON, DC, 20003","-76.97901,38.88836",76230529,R
113,"1278 DELAFIELD PL NE, Washington, DC, 20017",Match,Exact,"1278 Delafield Pl NE, WASHINGTON, DC, 20017","-76.98748,38.949467",76228286,L
114,"1279 PENN ST NE, Washington, DC, 20002",Match,Exact,"1279 Penn St NE, WASHINGTON, DC, 20002","-76.98552,38.90581",76230110,R
115,"1279 PENN ST NE, Washington, DC, 20002",Match,Exact,"1279 Penn St NE, WASHINGTON, DC, 20002","-76.98552,38.90581",76230110,R
116,"1288 MORSE ST NE, Washington, DC, 20002",Match,Exact,"1288 Morse St NE, WASHINGTON, DC, 20002","-76.98717,38.902634",76230135,L
117,"1288 NEAL ST NE, Washington, DC, 20002",Match,Exact,"1288 Neal St NE, WASHINGTON, DC, 20002","-76.98653,38.903553",76230133,L
118,"13 EVARTS ST NE, Washington, DC, 20002",Match,Exact,"13 Evarts St NE, WASHINGTON, DC, 20002","-77.008835,38.924503",76224665,R
119,"13 Q ST NE, Washington, DC, 20002",Match,Exact,"13 Q St NE, WASHINGTON, DC, 20002","-77.00865,38.9111",76226581,R
120,"1300 TAYLOR ST NE, Washington, DC, 20017",Match,Exact,"1300 Taylor St NE, WASHINGTON, DC, 20017","-76.98829,38.94074",76228357,L
121,"1301 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1301 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98609,38.90341",76230146,R
122,"1303 ALLISON ST NW, Washington, DC, 20011",Match,Exact,"1303 Allison St NW, WASHINGTON, DC, 20011","-77.029915,38.945076",76223459,R
123,"1303 BUCHANAN ST NW, Washington, DC, 20011",Match,Exact,"1303 Buchanan St NW, WASHINGTON, DC, 20011","-77.02984,38.946136",76222465,R
124,"1304 E ST NE, Washington, DC, 20002",Match,Exact,"1304 E St NE, WASHINGTON, DC, 20002","-76.98807,38.896133",76230332,L
125,"1304 SHEPHERD ST NW, Washington, DC, 20011",Match,Exact,"1304 Shepherd St NW, WASHINGTON, DC, 20011","-77.02997,38.939728",76222491,L
126,"1304 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1304 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.9861,38.903458",76230146,L
127,"1307 EMERSON ST NW, Washington, DC, 20011",Match,Exact,"1307 Emerson St NW, WASHINGTON, DC, 20011","-77.030075,38.949753",76222427,R
128,"1307 FERN ST NW, Washington, DC, 20012",Match,Exact,"1307 Fern St NW, WASHINGTON, DC, 20012","-77.03052,38.978",76241646,R
129,"1307 TAYLOR ST NW, Washington, DC, 20011",Match,Exact,"1307 Taylor St NW, WASHINGTON, DC, 20011","-77.03002,38.94082",76222489,R
130,"1309 NORTH CAROLINA AVE NE, Washington, DC, 20002",Match,Exact,"1309 North Carolina Ave NE, WASHINGTON, DC, 20002","-76.988075,38.89067",76237038,R
131,"131 JEFFERSON ST NW, Washington, DC, 20011",Match,Exact,"131 Jefferson St NW, WASHINGTON, DC, 20011","-77.01227,38.95562",76223783,R
132,"1310 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1310 Montello Ave NE, WASHINGTON, DC, 20002","-76.988846,38.904697",76230130,L
133,"1310 W ST NE, Washington, DC, 20018",Match,Exact,"1310 W St NE, WASHINGTON, DC, 20018","-76.98617,38.91918",76228983,L
134,"1311 HAMLIN ST NE, Washington, DC, 20017",Match,Exact,"1311 Hamlin St NE, WASHINGTON, DC, 20017","-76.98795,38.927723",76228774,R
135,"1312 31ST ST NW, Washington, DC, 20007",Match,Exact,"1312 31st St NW, WASHINGTON, DC, 20007","-77.06124,38.9073",76224972,L
136,"1312 BUCHANAN ST NW, Washington, DC, 20011",Match,Exact,"1312 Buchanan St NW, WASHINGTON, DC, 20011","-77.03032,38.94611",76222465,L
137,"1312 STAPLES ST NE, Washington, DC, 20002",Match,Exact,"1312 Staples St NE, WASHINGTON, DC, 20002","-76.98458,38.902893",76230224,L
138,"1312 UNDERWOOD ST NW, Washington, DC, 20012",Match,Exact,"1312 Underwood St NW, WASHINGTON, DC, 20012","-77.03029,38.968967",76221649,L
139,"1313 D ST NE, Washington, DC, 20002",Match,Exact,"1313 D St NE, WASHINGTON, DC, 20002","-76.987755,38.89477",76230342,R
140,"1314 STAPLES ST NE, Washington, DC, 20002",Match,Exact,"1314 Staples St NE, WASHINGTON, DC, 20002","-76.98457,38.902912",76230224,L
141,"1315 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"1315 Delafield Pl NW, WASHINGTON, DC, 20011","-77.03023,38.949017",76238316,R
142,"1317 SPRING RD NW, Washington, DC, 20010",No_Match,,,"-77.0327206,38.936894",,
143,"1319 CORBIN PL NE, Washington, DC, 20002",Match,Exact,"1319 Corbin Pl NE, WASHINGTON, DC, 20002","-76.987946,38.894176",76230347,R
144,"1319 EMERALD ST NE, Washington, DC, 20002",Match,Exact,"1319 Emerald St NE, WASHINGTON, DC, 20002","-76.98771,38.896706",76230328,R
145,"1321 MASSACHUSETTS AVE SE, Washington, DC, 20003",Match,Exact,"1321 Massachusetts Ave SE, WASHINGTON, DC, 20003","-76.98758,38.888706",76230399,R
146,"1323 WEST VIRGINIA AVE NE, Washington, DC, 20002",Match,Exact,"1323 West Virginia Ave NE, WASHINGTON, DC, 20002","-76.991066,38.905777",76230072,R
147,"1325 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1325 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.985954,38.903614",76230146,R
148,"1326 CORBIN PL NE, Washington, DC, 20002",Match,Exact,"1326 Corbin Pl NE, WASHINGTON, DC, 20002","-76.987816,38.8942",76230347,L
149,"1326 E ST SE, Washington, DC, 20003",Match,Exact,"1326 E St SE, WASHINGTON, DC, 20003","-76.98679,38.882854",76236013,L
150,"1326 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1326 Queen St NE, WASHINGTON, DC, 20002","-76.98377,38.905632",76230187,L
151,"1326 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1326 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98597,38.903645",76230146,L
152,"1328 E ST NE, Washington, DC, 20002",Match,Exact,"1328 E St NE, WASHINGTON, DC, 20002","-76.98745,38.896133",76230332,L
153,"1328 F ST NE, Washington, DC, 20002",Match,Exact,"1328 F St NE, WASHINGTON, DC, 20002","-76.98731,38.897346",76230325,L
154,"1329 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1329 Montello Ave NE, WASHINGTON, DC, 20002","-76.98871,38.904835",76230130,R
155,"133 BATES ST NW, Washington, DC, 20001",Match,Exact,"133 Bates St NW, WASHINGTON, DC, 20001","-77.01276,38.910397",76226496,R
156,"133 HAWAII AVE NE, Washington, DC, 20011",Match,Exact,"133 Hawaii Ave NE, WASHINGTON, DC, 20011","-77.00473,38.9448",76223994,R
157,"133 U ST NE, Washington, DC, 20002",Match,Exact,"133 U St NE, WASHINGTON, DC, 20002","-77.005165,38.91698",76224709,R
158,"1331 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"1331 Ingraham St NW, WASHINGTON, DC, 20011","-77.030914,38.9541",76222326,R
159,"1331 SPRING RD NW, Washington, DC, 20010",Match,Exact,"1331 Spring Rd NW, WASHINGTON, DC, 20010","-77.03113,38.93668",76222951,R
160,"1333 R ST NW, Washington, DC, 20009",Match,Exact,"1333 R St NW, WASHINGTON, DC, 20009","-77.030426,38.912624",76223215,R
161,"1334 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1334 Queen St NE, WASHINGTON, DC, 20002","-76.98362,38.905567",76230187,L
162,"1336 A ST SE, Washington, DC, 20003",Match,Exact,"1336 A St SE, WASHINGTON, DC, 20003","-76.98664,38.888687",76230402,L
163,"1339 KENNEDY ST NW, Washington, DC, 20011",Match,Exact,"1339 Kennedy St NW, WASHINGTON, DC, 20011","-77.03119,38.956226",76239195,R
164,"1340 K ST SE, Washington, DC, 20003",Match,Exact,"1340 K St SE, WASHINGTON, DC, 20003","-76.987144,38.878414",76230926,L
165,"1340 SPRING RD NW, Washington, DC, 20010",Match,Exact,"1340 Spring Rd NW, WASHINGTON, DC, 20010","-77.031075,38.936634",76222951,L
166,"1340 W ST NE, Washington, DC, 20018",Match,Exact,"1340 W St NE, WASHINGTON, DC, 20018","-76.9852,38.919186",76228983,L
167,"1340 WALLACH PL NW, Washington, DC, 20009",Match,Exact,"1340 Wallach Pl NW, WASHINGTON, DC, 20009","-77.030594,38.91627",76223205,L
168,"1341 MADISON ST NW, Washington, DC, 20011",Match,Exact,"1341 Madison St NW, WASHINGTON, DC, 20011","-77.03191,38.958366",76222302,R
169,"1341 PARKWOOD PL NW, Washington, DC, 20010",Match,Exact,"1341 Parkwood Pl NW, WASHINGTON, DC, 20010","-77.03165,38.93531",76222956,R
170,"1342 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"1342 Ingraham St NW, WASHINGTON, DC, 20011","-77.03133,38.954075",76222326,L
171,"1344 LEVIS ST NE, Washington, DC, 20002",Match,Exact,"1344 Levis St NE, WASHINGTON, DC, 20002","-76.98354,38.9045",76230219,L
172,"1347 MONTAGUE ST NW, Washington, DC, 20011",Match,Exact,"1347 Montague St NW, WASHINGTON, DC, 20011","-77.0325,38.9593",76222311,R
173,"1348 MADISON ST NW, Washington, DC, 20011",Match,Exact,"1348 Madison St NW, WASHINGTON, DC, 20011","-77.03214,38.95834",76222302,L
174,"1349 SOUTH CAROLINA AVE SE, Washington, DC, 20003",Match,Exact,"1349 S Carolina Ave SE, WASHINGTON, DC, 20003","-76.986305,38.88647",624065524,R
175,"1350 LEVIS ST NE, Washington, DC, 20002",Match,Exact,"1350 Levis St NE, WASHINGTON, DC, 20002","-76.98346,38.90446",76230227,L
176,"1353 DOWNING ST NE, Washington, DC, 20018",Match,Exact,"1353 Downing St NE, WASHINGTON, DC, 20018","-76.98543,38.92102",76228937,R
177,"1353 MARYLAND AVE NE, Washington, DC, 20002",Match,Exact,"1353 Maryland Ave NE, WASHINGTON, DC, 20002","-76.986534,38.898846",76240338,R
178,"1356 UNDERWOOD ST NW, Washington, DC, 20012",Match,Exact,"1356 Underwood St NW, WASHINGTON, DC, 20012","-77.03179,38.968967",76221649,L
179,"1360 C ST NE, Washington, DC, 20002",Match,Exact,"1360 C St NE, WASHINGTON, DC, 20002","-76.98606,38.89359",76230351,L
180,"1365 QUINCY ST NW, Washington, DC, 20011",Match,Exact,"1365 Quincy St NW, WASHINGTON, DC, 20011","-77.03163,38.93762",76222949,R
