ID,Address,Match,MatchDetail,AddressMatch,LongLat,N,LR
954,"1340 MORRIS RD SE, Washington, DC, 20020",Match,Exact,"1340 Morris Rd SE, WASHINGTON, DC, 20020","-76.989136,38.86131",76231091,L
963,"1341 KENNEDY ST NW, Washington, DC, 20011",Match,Exact,"1341 Kennedy St NW, WASHINGTON, DC, 20011","-77.03126,38.956226",76239195,R
972,"1342 SOUTH CAROLINA AVE SE, Washington, DC, 20003",Match,Exact,"1342 S Carolina Ave SE, WASHINGTON, DC, 20003","-76.98627,38.88651",624065524,L
981,"1344 PARK RD NW, Washington, DC, 20010",Match,Exact,"1344 Park Rd NW, WASHINGTON, DC, 20010","-77.031296,38.930763",76236538,L
988,"1345 TALBERT TER SE, Washington, DC, 20020",Match,Exact,"1345 Talbert Ter SE, WASHINGTON, DC, 20020","-76.9913,38.860855",76231094,R
995,"1346 OAK ST NW, Washington, DC, 20010",Match,Exact,"1346 Oak St NW, WASHINGTON, DC, 20010","-77.03175,38.93384",76222967,L
1004,"1347 QUINCY ST NW, Washington, DC, 20011",Match,Exact,"1347 Quincy St NW, WASHINGTON, DC, 20011","-77.031136,38.937622",76222949,R
1012,"1349 RIDGE PL SE, Washington, DC, 20020",Match,Exact,"1349 Ridge Pl SE, WASHINGTON, DC, 20020","-76.98611,38.86883",76231063,R
1019,"1350 ADAMS ST NE, Washington, DC, 20018",Match,Exact,"1350 Adams St NE, WASHINGTON, DC, 20018","-76.984,38.92",76234867,L
1028,"1351 DOWNING ST NE, Washington, DC, 20018",Match,Exact,"1351 Downing St NE, WASHINGTON, DC, 20018","-76.98549,38.92096",76228937,R
1035,"1352 L ST SE, Washington, DC, 20003",Match,Exact,"1352 L St SE, WASHINGTON, DC, 20003","-76.98689,38.877533",76230923,L
1046,"1353 RIDGE PL SE, Washington, DC, 20020",Match,Exact,"1353 Ridge Pl SE, WASHINGTON, DC, 20020","-76.98603,38.86883",76231063,R
1053,"1355 TAYLOR ST NW, Washington, DC, 20011",Match,Exact,"1355 Taylor St NW, WASHINGTON, DC, 20011","-77.03136,38.94082",76222489,R
1062,"1359 MONROE ST NE, Washington, DC, 20017",Match,Exact,"1359 Monroe St NE, WASHINGTON, DC, 20017","-76.98733,38.93271",76228740,R
1069,"136 SHERIDAN ST NW, Washington, DC, 20011",Match,Exact,"136 Sheridan St NW, WASHINGTON, DC, 20011","-77.0131,38.96612",76222089,L
1077,"1362 NORTH CAROLINA AVE NE, Washington, DC, 20002",Match,Exact,"1362 North Carolina Ave NE, WASHINGTON, DC, 20002","-76.986465,38.891354",76230390,L
1084,"1367 E ST SE, Washington, DC, 20003",Match,Exact,"1367 E St SE, WASHINGTON, DC, 20003","-76.98596,38.882824",76230876,R
1093,"137 C ST SE, Washington, DC, 20003",Match,Exact,"137 C St SE, WASHINGTON, DC, 20003","-77.00492,38.886024",76230535,R
1100,"1373 POTOMAC AVE SE, Washington, DC, 20003",Match,Exact,"1373 Potomac Ave SE, WASHINGTON, DC, 20003","-76.98642,38.87996",76230879,R
1109,"1378 W ST NE, Washington, DC, 20018",Match,Exact,"1378 W St NE, WASHINGTON, DC, 20018","-76.98398,38.919186",76228983,L
1118,"139 11TH ST NE, Washington, DC, 20002",Match,Exact,"139 11th St NE, WASHINGTON, DC, 20002","-76.991516,38.8904",76237019,R
1125,"1391 F ST NE, Washington, DC, 20002",Match,Exact,"1391 F St NE, WASHINGTON, DC, 20002","-76.985794,38.897316",76230326,R
1136,"1400 5TH ST NW, Washington, DC, 20001",Match,Exact,"1400 5th St NW, WASHINGTON, DC, 20001","-77.01894,38.908627",76226227,L
1143,"1403 PERRY PL NW, Washington, DC, 20010",Match,Exact,"1403 Perry Pl NW, WASHINGTON, DC, 20010","-77.03292,38.93633",76222938,R
1151,"1405 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1405 Montello Ave NE, WASHINGTON, DC, 20002","-76.98817,38.905598",76230111,R
1160,"1406 MONTELLO AVE NE, Washington, DC, 20002",Match,Exact,"1406 Montello Ave NE, WASHINGTON, DC, 20002","-76.98814,38.90571",76230111,L
1167,"1408 G ST SE, Washington, DC, 20003",Match,Exact,"1408 G St SE, WASHINGTON, DC, 20003","-76.98528,38.88128",76230949,L
1174,"1409 COLUMBIA ST NW, Washington, DC, 20001",Match,Exact,"1409 Columbia St NW, WASHINGTON, DC, 20001","-77.02496,38.908707",76226107,R
1181,"1410 IRVING ST NE, Washington, DC, 20017",Match,Exact,"1410 Irving St NE, WASHINGTON, DC, 20017","-76.98578,38.928852",76228832,L
1188,"1411 RIDGEVIEW WAY NW, Washington, DC, 20007",No_Match,,,"38.9070987,-77.0856176",,
1195,"1412 K ST SE, Washington, DC, 20003",Match,Exact,"1412 K St SE, WASHINGTON, DC, 20003","-76.985214,38.87841",76230990,L
1202,"1413 RIDGEVIEW WAY NW, Washington, DC, 20007",No_Match,,,"38.9070987,-77.0856176",,
1211,"1415 UNDERWOOD ST NW, Washington, DC, 20012",Match,Exact,"1415 Underwood St NW, WASHINGTON, DC, 20012","-77.03441,38.969048",76221621,R
1220,"1417 5TH ST NW, Washington, DC, 20001",Match,Exact,"1417 5th St NW, WASHINGTON, DC, 20001","-77.018906,38.908783",76226227,R
1227,"1418 ORREN ST NE, Washington, DC, 20002",Match,Exact,"1418 Orren St NE, WASHINGTON, DC, 20002","-76.98466,38.904152",76230218,L
1236,"142 BATES ST NW, Washington, DC, 20001",Match,Exact,"142 Bates St NW, WASHINGTON, DC, 20001","-77.01289,38.91037",76226496,L
1247,"1420 RIDGE PL SE, Washington, DC, 20020",Match,Exact,"1420 Ridge Pl SE, WASHINGTON, DC, 20020","-76.98472,38.86886",76231142,L
1257,"1421 S ST NW, Washington, DC, 20009",Match,Exact,"1421 S St NW, WASHINGTON, DC, 20009","-77.03285,38.91411",76223197,R
1265,"1423 MERIDIAN PL NW, Washington, DC, 20010",Match,Exact,"1423 Meridian Pl NW, WASHINGTON, DC, 20010","-77.03351,38.933533",76222945,R
1273,"1425 D ST NE, Washington, DC, 20002",Match,Exact,"1425 D St NE, WASHINGTON, DC, 20002","-76.98448,38.894768",76230440,R
1280,"1426 E ST NE, Washington, DC, 20002",Match,Exact,"1426 E St NE, WASHINGTON, DC, 20002","-76.984406,38.896122",76230435,L
1287,"1427 IVES PL SE, Washington, DC, 20003",Match,Exact,"1427 Ives Pl SE, WASHINGTON, DC, 20003","-76.98497,38.879097",76230988,R
1294,"1428 AMES PL NE, Washington, DC, 20002",Match,Exact,"1428 Ames Pl NE, WASHINGTON, DC, 20002","-76.98494,38.89148",76230489,L
1303,"1429 W ST NW, Washington, DC, 20009",Match,Exact,"1429 W St NW, WASHINGTON, DC, 20009","-77.03277,38.9192",76240557,R
1315,"1431 AMES PL NE, Washington, DC, 20002",Match,Exact,"1431 Ames Pl NE, WASHINGTON, DC, 20002","-76.9849,38.891453",76230489,R
1322,"1432 F ST NE, Washington, DC, 20002",Match,Exact,"1432 F St NE, WASHINGTON, DC, 20002","-76.984215,38.897346",76230416,L
1329,"1433 MONROE ST NE, Washington, DC, 20017",Match,Exact,"1433 Monroe St NE, WASHINGTON, DC, 20017","-76.9857,38.932793",76228795,R
1338,"1435 HOLLY ST NW, Washington, DC, 20012",Match,Exact,"1435 Holly St NW, WASHINGTON, DC, 20012","-77.03401,38.980396",76221529,R
1345,"1436 D ST NE, Washington, DC, 20002",Match,Exact,"1436 D St NE, WASHINGTON, DC, 20002","-76.98443,38.8948",76230440,L
1352,"1438 18TH PL SE, Washington, DC, 20020",Match,Exact,"1438 18th Pl SE, WASHINGTON, DC, 20020","-76.978264,38.872746",76231707,L
1359,"1439 KENNEDY ST NW, Washington, DC, 20011",Match,Exact,"1439 Kennedy St NW, WASHINGTON, DC, 20011","-77.03409,38.95623",76222318,R
1366,"1440 W ST SE, Washington, DC, 20020",Match,Exact,"1440 W St SE, WASHINGTON, DC, 20020","-76.98508,38.864063",76231117,L
1373,"1442 E ST SE, Washington, DC, 20003",Match,Exact,"1442 E St SE, WASHINGTON, DC, 20003","-76.98419,38.88285",76230944,L
1380,"1447 PARKWOOD PL NW, Washington, DC, 20010",Match,Exact,"1447 Parkwood Pl NW, WASHINGTON, DC, 20010","-77.03355,38.935814",76222941,R
1387,"1450 T ST NW, Washington, DC, 20009",No_Match,,,"38.9153202,-77.0360327",,
1394,"1455 SWANN ST NW, Washington, DC, 20009",Match,Exact,"1455 Swann St NW, WASHINGTON, DC, 20009","-77.03336,38.914845",76223208,R
1401,"1459 CONGRESS PL SE, Washington, DC, 20020",Match,Exact,"1459 Congress Pl SE, WASHINGTON, DC, 20020","-76.98359,38.84702",76232539,R
1409,"1463 MONROE ST NW, Washington, DC, 20010",Match,Exact,"1463 Monroe St NW, WASHINGTON, DC, 20010","-77.0343,38.931793",611109805,R
1417,"147 MISSISSIPPI AVE SE, Washington, DC, 20032",Match,Exact,"147 Mississippi Ave SE, WASHINGTON, DC, 20032","-77.00441,38.833996",76232578,R
1425,"149 TODD PL NE, Washington, DC, 20002",Match,Exact,"149 Todd Pl NE, WASHINGTON, DC, 20002","-77.00431,38.916264",76228609,R
1434,"15 JEFFERSON ST NE, Washington, DC, 20011",Match,Exact,"15 Jefferson St NE, WASHINGTON, DC, 20011","-77.00876,38.955685",76223892,R
1444,"1501 VAN BUREN ST NW, Washington, DC, 20012",Match,Exact,"1501 Van Buren St NW, WASHINGTON, DC, 20012","-77.03489,38.96994",76221599,R
1453,"1504 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"1504 Delafield Pl NW, WASHINGTON, DC, 20011","-77.03501,38.94899",76222421,L
1460,"1506 30TH ST NW, Washington, DC, 20007",Match,Exact,"1506 30th St NW, WASHINGTON, DC, 20007","-77.05926,38.90958",76224965,L
1469,"1507 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1507 Queen St NE, WASHINGTON, DC, 20002","-76.98209,38.905098",76230230,R
1477,"1509 44TH ST NW, Washington, DC, 20007",Match,Exact,"1509 44th St NW, WASHINGTON, DC, 20007","-77.08013,38.908905",76224788,R
1484,"151 U ST NE, Washington, DC, 20002",Match,Exact,"151 U St NE, WASHINGTON, DC, 20002","-77.004654,38.916985",76228607,R
1494,"1511 33RD ST NW, Washington, DC, 20007",Match,Exact,"1511 33rd St NW, WASHINGTON, DC, 20007","-77.06607,38.909134",76224866,R
1501,"1512 FORT DAVIS PL SE, Washington, DC, 20020",Match,Exact,"1512 Fort Davis Pl SE, WASHINGTON, DC, 20020","-76.94561,38.868473",76233769,L
1511,"1513 K ST SE, Washington, DC, 20003",Match,Exact,"1513 K St SE, WASHINGTON, DC, 20003","-76.98336,38.87838",76231004,R
1521,"1515 GALLATIN ST NW, Washington, DC, 20011",Match,Exact,"1515 Gallatin St NW, WASHINGTON, DC, 20011","-77.035515,38.951885",76239722,R
1534,"1517 12TH ST NW, Washington, DC, 20005",Match,Exact,"1517 12th St NW, WASHINGTON, DC, 20005","-77.02807,38.910248",76226064,R
