ID,Address,Match,MatchDetail,AddMatch,LongLat,N,LR
742,"1347 QUEEN ST NE, Washington, DC, 20002",Match,Exact,"1347 Queen St NE, WASHINGTON, DC, 20002","-76.983406,38.90544",76230187,R
1827,"201 WARREN ST NE, Washington, DC, 20002",Match,Exact,"201 Warren St NE, WASHINGTON, DC, 20002","-76.98646,38.892086",76230350,R
1422,"1701 JUNIPER ST NW, Washington, DC, 20012",Match,Exact,"1701 Juniper St NW, WASHINGTON, DC, 20012","-77.038414,38.983162",76234985,R
932,"1421 CRITTENDEN ST NW, Washington, DC, 20011",Match,Exact,"1421 Crittenden St NW, WASHINGTON, DC, 20011","-77.03314,38.94721",76222438,R
342,"1216 MICHIGAN AVE NE, Washington, DC, 20017",Match,Exact,"1216 Michigan Ave NE, WASHINGTON, DC, 20017","-76.9892,38.939697",76228336,L
1427,"1702 NEW JERSEY AVE NW, Washington, DC, 20001",Match,Exact,"1702 New Jersey Ave NW, WASHINGTON, DC, 20001","-77.01747,38.91286",76224471,L
3487,"4405 GREENWICH PKWY NW, Washington, DC, 20007",Match,Exact,"4405 Greenwich Pkwy NW, WASHINGTON, DC, 20007","-77.08162,38.91188",76224777,R
3292,"4115 13TH PL NE, Washington, DC, 20017",Match,Exact,"4115 13th Pl NE, WASHINGTON, DC, 20017","-76.98712,38.939846",76228360,R
937,"1421 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1421 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.9851,38.904846",76230216,R
347,"1217 DELAFIELD PL NW, Washington, DC, 20011",Match,Exact,"1217 Delafield Pl NW, WASHINGTON, DC, 20011","-77.0276,38.94901",76223440,R
3297,"4118 NEW HAMPSHIRE AVE NW, Washington, DC, 20011",Match,Exact,"4118 New Hampshire Ave NW, WASHINGTON, DC, 20011","-77.02072,38.941174",76223672,L
3492,"4409 15TH ST NW, Washington, DC, 20011",Match,Exact,"4409 15th St NW, WASHINGTON, DC, 20011","-77.0345,38.94413",76222443,R
2,"1 CRITTENDEN ST NE, Washington, DC, 20011",Match,Exact,"1 Crittenden St NE, WASHINGTON, DC, 20011","-77.00857,38.948162",76223979,R
542,"1306 FARRAGUT ST NW, Washington, DC, 20011",Match,Exact,"1306 Farragut St NW, WASHINGTON, DC, 20011","-77.03009,38.950787",76222341,L
737,"1346 RITTENHOUSE ST NW, Washington, DC, 20011",Match,Exact,"1346 Rittenhouse St NW, WASHINGTON, DC, 20011","-77.03146,38.96542",76221645,L
7,"100 BRYANT ST NW, Washington, DC, 20001",Match,Exact,"100 Bryant St NW, WASHINGTON, DC, 20001","-77.0123,38.921295",76224582,L
3497,"4410 13TH PL NE, Washington, DC, 20017",Match,Exact,"4410 13th Pl NE, WASHINGTON, DC, 20017","-76.98727,38.943058",76228294,L
2942,"3500 WINFIELD LN NW, Washington, DC, 20007",Match,Exact,"3500 Winfield Ln NW, WASHINGTON, DC, 20007","-77.069435,38.911846",76236041,R
1812,"20 5TH ST SE, Washington, DC, 20003",Match,Exact,"20 5th St SE, WASHINGTON, DC, 20003","-76.9995,38.88956",76229920,L
547,"1307 EUCLID ST NW, Washington, DC, 20009",Match,Exact,"1307 Euclid St NW, WASHINGTON, DC, 20009","-77.02997,38.92378",76223146,R
2947,"3506 34TH ST NW, Washington, DC, 20008",Match,Exact,"3506 34th St NW, WASHINGTON, DC, 20008","-77.06641,38.936546",76239573,L
1817,"2002 C ST NE, Washington, DC, 20002",Match,Exact,"2002 C St NE, WASHINGTON, DC, 20002","-76.97615,38.893314",76231348,R
732,"1344 SPRING RD NW, Washington, DC, 20010",Match,Exact,"1344 Spring Rd NW, WASHINGTON, DC, 20010","-77.03118,38.936665",76222951,L
1437,"1708 NEW JERSEY AVE NW, Washington, DC, 20001",Match,Exact,"1708 New Jersey Ave NW, WASHINGTON, DC, 20001","-77.01753,38.91301",76234768,L
1432,"1705 D ST NE, Washington, DC, 20002",Match,Exact,"1705 D St NE, WASHINGTON, DC, 20002","-76.98056,38.894768",76230470,R
317,"1211 PARK RD NW, Washington, DC, 20010",Match,Exact,"1211 Park Rd NW, WASHINGTON, DC, 20010","-77.02834,38.93181",76224046,R
927,"1420 CRITTENDEN ST NW, Washington, DC, 20011",Match,Exact,"1420 Crittenden St NW, WASHINGTON, DC, 20011","-77.03314,38.94718",76222438,L
312,"1211 D ST NE, Washington, DC, 20002",Match,Exact,"1211 D St NE, WASHINGTON, DC, 20002","-76.98997,38.89477",76230304,R
922,"1419 27TH ST NW, Washington, DC, 20007",No_Match,,,,,
512,"128 D ST SE, Washington, DC, 20003",Match,Exact,"128 D St SE, WASHINGTON, DC, 20003","-77.004395,38.88508",76230540,L
2977,"3533 HERTFORD PL NW, Washington, DC, 20010",Match,Exact,"3533 Hertford Pl NW, WASHINGTON, DC, 20010","-77.035934,38.935284",76222928,R
727,"1342 W ST NW, Washington, DC, 20009",Match,Exact,"1342 W St NW, WASHINGTON, DC, 20009","-77.03063,38.91917",76223161,L
1842,"2017 Q ST NW, Washington, DC, 20009",Match,Exact,"2017 Q St NW, WASHINGTON, DC, 20009","-77.045235,38.91114",76225275,R
2972,"3530 NEW HAMPSHIRE AVE NW, Washington, DC, 20010",Match,Exact,"3530 New Hampshire Ave NW, WASHINGTON, DC, 20010","-77.02649,38.93342",76224077,L
722,"1342 D ST NE, Washington, DC, 20002",Match,Exact,"1342 D St NE, WASHINGTON, DC, 20002","-76.98689,38.8948",76230342,L
517,"129 FLORIDA AVE NW, Washington, DC, 20001",Match,Exact,"129 Florida Ave NW, WASHINGTON, DC, 20001","-77.01306,38.912514",76224650,R
1847,"2020 10TH ST NW, Washington, DC, 20001",Match,Exact,"2020 10th St NW, WASHINGTON, DC, 20001","-77.02601,38.91726",76224328,L
1447,"1710 LANIER PL NW, Washington, DC, 20009",Match,Exact,"1710 Lanier Pl NW, WASHINGTON, DC, 20009","-77.040596,38.925446",76222887,L
327,"1212 UNDERWOOD ST NW, Washington, DC, 20012",Match,Exact,"1212 Underwood St NW, WASHINGTON, DC, 20012","-77.027725,38.968964",76221836,L
1442,"1709 LYMAN PL NE, Washington, DC, 20002",Match,Exact,"1709 Lyman Pl NE, WASHINGTON, DC, 20002","-76.97875,38.904957",76231241,R
917,"1418 BELMONT ST NW, Washington, DC, 20009",Match,Exact,"1418 Belmont St NW, WASHINGTON, DC, 20009","-77.03249,38.920547",76223156,L
912,"1417 EAST CAPITOL ST SE, Washington, DC, 20003",Match,Exact,"1417 E Capitol St SE, WASHINGTON, DC, 20003","-76.98514,38.88979",76230493,R
322,"1212 D ST NE, Washington, DC, 20002",Match,Exact,"1212 D St NE, WASHINGTON, DC, 20002","-76.98994,38.8948",76230304,L
717,"1340 MONTAGUE ST NW, Washington, DC, 20011",Match,Exact,"1340 Montague St NW, WASHINGTON, DC, 20011","-77.03249,38.959274",76222311,L
522,"1300 C ST NE, Washington, DC, 20002",Match,Exact,"1300 C St NE, WASHINGTON, DC, 20002","-76.98825,38.89359",76230336,L
1832,"2011 KLINGLE RD NW, Washington, DC, 20010",Match,Exact,"2011 Klingle Rd NW, WASHINGTON, DC, 20010","-77.04609,38.932926",76222568,R
2962,"3520 DAKOTA AVE NE, Washington, DC, 20018",Match,Non_Exact,"3520 South Dakota Ave NE, WASHINGTON, DC, 20018","-76.974205,38.933804",76229146,L
907,"1415 TRINIDAD AVE NE, Washington, DC, 20002",Match,Exact,"1415 Trinidad Ave NE, WASHINGTON, DC, 20002","-76.98517,38.90474",76230148,R
712,"134 NORTH CAROLINA AVE SE, Washington, DC, 20003",Match,Exact,"134 North Carolina Ave SE, WASHINGTON, DC, 20003","-77.00488,38.88387",76238829,L
2967,"3523 ALTON PLACE NW, Washington, DC, 20008",Match,Exact,"3523 Alton Pl NW, WASHINGTON, DC, 20008","-77.06765,38.9471",76220551,R
527,"1301 28TH ST NW, Washington, DC, 20007",Match,Exact,"1301 28th St NW, WASHINGTON, DC, 20007","-77.057045,38.906906",76225002,R
1837,"2015 ROSEMONT AVE NW, Washington, DC, 20010",Match,Non_Exact,"2015 Rosemount Ave NW, WASHINGTON, DC, 20010","-77.04661,38.933006",76222558,R
987,"1437 CLIFTON ST NW, Washington, DC, 20009",Match,Exact,"1437 Clifton St NW, WASHINGTON, DC, 20009","-77.03342,38.92262",611186247,R
3242,"4044 CHANCERY CT NW, Washington, DC, 20007",Match,Exact,"4044 Chancery Ct NW, WASHINGTON, DC, 20007","-77.077255,38.914467",76235971,R
982,"1435 D ST SE, Washington, DC, 20003",Match,Exact,"1435 D St SE, WASHINGTON, DC, 20003","-76.98485,38.88409",76230933,R
4962,"924 INGRAHAM ST NW, Washington, DC, 20011",Match,Exact,"924 Ingraham St NW, WASHINGTON, DC, 20011","-77.0263,38.954105",76223286,L
4967,"925 SOUTH CAROLINA AVE SE, Washington, DC, 20003",Match,Exact,"925 S Carolina Ave SE, WASHINGTON, DC, 20003","-76.993454,38.88457",76230693,R
2992,"3548 HERTFORD PL NW, Washington, DC, 20010",Match,Exact,"3548 Hertford Pl NW, WASHINGTON, DC, 20010","-77.03585,38.93547",76222928,L
3237,"404 G ST SE, Washington, DC, 20003",Match,Exact,"404 G St SE, WASHINGTON, DC, 20003","-77.00049,38.881287",76230602,L
572,"1311 WALLACH PL NW, Washington, DC, 20009",Match,Exact,"1311 Wallach Pl NW, WASHINGTON, DC, 20009","-77.02995,38.916298",76223205,R
2102,"23 3RD ST NE, Washington, DC, 20002",Match,Exact,"23 3rd St NE, WASHINGTON, DC, 20002","-77.00202,38.890095",76229889,R
702,"1337 SOUTH CAROLINA AVE SE, Washington, DC, 20003",Match,Exact,"1337 S Carolina Ave SE, WASHINGTON, DC, 20003","-76.98688,38.88632",624065523,R
2107,"230 KENTUCKY AVE SE, Washington, DC, 20003",Match,Exact,"230 Kentucky Ave SE, WASHINGTON, DC, 20003","-76.987724,38.886784",76230381,L
707,"1339 27TH ST NW, Washington, DC, 20007",Match,Exact,"1339 27th St NW, WASHINGTON, DC, 20007","-77.05581,38.907833",76225152,R
2997,"3556 RESERVOIR RD NW, Washington, DC, 20007",Match,Exact,"3556 Reservoir Rd NW, WASHINGTON, DC, 20007","-77.070274,38.912624",76221080,L
577,"1312 HOLLY ST NW, Washington, DC, 20012",Match,Exact,"1312 Holly St NW, WASHINGTON, DC, 20012","-77.0307,38.980366",76221536,L
977,"1433 LOCUST RD NW, Washington, DC, 20012",Match,Exact,"1433 Locust Rd NW, WASHINGTON, DC, 20012","-77.03397,38.985985",76221488,R
302,"1208 5TH ST NE, Washington, DC, 20002",Match,Exact,"1208 5th St NE, WASHINGTON, DC, 20002","-76.99952,38.905994",76229668,L
3252,"406 RICHARDSON PL NW, Washington, DC, 20001",Match,Exact,"406 Richardson Pl NW, WASHINGTON, DC, 20001","-77.01626,38.913258",76224616,L
2122,"2310 39TH ST NW, Washington, DC, 20007",Match,Exact,"2310 39th St NW, WASHINGTON, DC, 20007","-77.07707,38.920006",76220975,L
582,"1313 I ST NE, Washington, DC, 20002",Match,Exact,"1313 I St NE, WASHINGTON, DC, 20002","-76.988075,38.901306",76230157,R
307,"1209 W ST NW, Washington, DC, 20009",Match,Exact,"1209 W St NW, WASHINGTON, DC, 20009","-77.02846,38.919197",76224254,R
972,"1432 FLORIDA AVE NW, Washington, DC, 20009",Match,Exact,"1432 Florida Ave NW, WASHINGTON, DC, 20009","-77.032936,38.919834",76223158,L
4982,"941 WESTMINSTER ST NW, Washington, DC, 20001",Match,Exact,"941 Westminster St NW, WASHINGTON, DC, 20001","-77.02481,38.914845",76224357,R
4972,"929 R ST NW, Washington, DC, 20001",Match,Exact,"929 R St NW, WASHINGTON, DC, 20001","-77.02459,38.91262",76224355,R
4977,"938 PERRY PL NE, Washington, DC, 20017",Match,Exact,"938 Perry Pl NE, WASHINGTON, DC, 20017","-76.99431,38.9373",76228461,L
2112,"2306 ONTARIO RD NW, Washington, DC, 20009",Match,Exact,"2306 Ontario Rd NW, WASHINGTON, DC, 20009","-77.03995,38.920437",76244603,L
3247,"4050 CHANCERY CT NW, Washington, DC, 20007",Match,Exact,"4050 Chancery Ct NW, WASHINGTON, DC, 20007","-77.07725,38.914413",76235971,R
2982,"3540 BRANDYWINE ST NW, Washington, DC, 20008",Match,Exact,"3540 Brandywine St NW, WASHINGTON, DC, 20008","-77.06886,38.949673",76220541,L
587,"1314 FRANKLIN ST NE, Washington, DC, 20017",Match,Exact,"1314 Franklin St NE, WASHINGTON, DC, 20017","-76.9877,38.925617",76228779,L
2987,"3547 10TH ST NW, Washington, DC, 20010",Match,Exact,"3547 10th St NW, WASHINGTON, DC, 20010","-77.027245,38.933952",76224048,R
2117,"231 17TH ST SE, Washington, DC, 20003",Match,Exact,"231 17th St SE, WASHINGTON, DC, 20003","-76.98078,38.886906",76230525,R
1602,"1806 8TH ST NW, Washington, DC, 20001",Match,Exact,"1806 8th St NW, WASHINGTON, DC, 20001","-77.022964,38.914246",76224400,L
2132,"232 QUACKENBOS ST NW, Washington, DC, 20011",Match,Exact,"232 Quackenbos St NW, WASHINGTON, DC, 20011","-77.01451,38.963757",76222073,L
967,"1431 IVES PL SE, Washington, DC, 20003",Match,Exact,"1431 Ives Pl SE, WASHINGTON, DC, 20003","-76.98491,38.879097",76230988,R
3262,"408 K ST NE, Washington, DC, 20002",Match,Exact,"408 K St NE, WASHINGTON, DC, 20002","-77.00044,38.902527",76229726,L
4992,"978 MOUNT OLIVET RD NE, Washington, DC, 20002",Match,Exact,"978 Mount Olivet Rd NE, WASHINGTON, DC, 20002","-76.98934,38.91214",76234865,L
1607,"1806 WYOMING AVE NW, Washington, DC, 20009",Match,Exact,"1806 Wyoming Ave NW, WASHINGTON, DC, 20009","-77.04207,38.918728",76222736,L
962,"1430 5TH ST NW, Washington, DC, 20001",Match,Exact,"1430 5th St NW, WASHINGTON, DC, 20001","-77.01894,38.90892",76226227,L
1807,"1956 2ND ST NW, Washington, DC, 20001",Match,Exact,"1956 2nd St NW, WASHINGTON, DC, 20001","-77.01453,38.917076",76224600,L
4987,"958 FLORIDA AVE NW, Washington, DC, 20001",Match,Exact,"958 Florida Ave NW, WASHINGTON, DC, 20001","-77.02519,38.91966",76224280,L
1802,"1945 BILTMORE ST NW, Washington, DC, 20009",Match,Exact,"1945 Biltmore St NW, WASHINGTON, DC, 20009","-77.04576,38.92234",76237707,R
557,"131 KENTUCKY AVE SE, Washington, DC, 20003",Match,Exact,"131 Kentucky Ave SE, WASHINGTON, DC, 20003","-76.989334,38.88868",76230375,R
2127,"2315 S ST NW, Washington, DC, 20008",Match,Exact,"2315 S St NW, WASHINGTON, DC, 20008","-77.05097,38.914104",76222657,R
552,"1308 PERRY ST NE, Washington, DC, 20017",Match,Exact,"1308 Perry St NE, WASHINGTON, DC, 20017","-76.98839,38.936184",76228733,L
3257,"407 U ST NW, Washington, DC, 20001",Match,Exact,"407 U St NW, WASHINGTON, DC, 20001","-77.01759,38.91675",76224448,R
2142,"2330 39TH ST NW, Washington, DC, 20007",Match,Exact,"2330 39th St NW, WASHINGTON, DC, 20007","-77.07707,38.920143",76220975,L
3277,"4107 8TH ST NW, Washington, DC, 20011",Match,Exact,"4107 8th St NW, WASHINGTON, DC, 20011","-77.023285,38.940975",76223636,R
3272,"4101 19TH ST NE, Washington, DC, 20018",Match,Exact,"4101 19th St NE, WASHINGTON, DC, 20018","-76.978294,38.939705",76229059,R
1407,"1692 KRAMER ST NE, Washington, DC, 20002",Match,Exact,"1692 Kramer St NE, WASHINGTON, DC, 20002","-76.980034,38.897697",76230424,L
957,"1429 FOXHALL RD NW, Washington, DC, 20007",Match,Exact,"1429 Foxhall Rd NW, WASHINGTON, DC, 20007","-77.08158,38.907543",76242748,R
1402,"1681 32ND ST NW, Washington, DC, 20007",Match,Exact,"1681 32nd St NW, WASHINGTON, DC, 20007","-77.06408,38.912674",76221250,R
952,"1426 IVES PL SE, Washington, DC, 20003",Match,Exact,"1426 Ives Pl SE, WASHINGTON, DC, 20003","-76.98497,38.879124",76230988,L
1202,"1536 T ST NW, Washington, DC, 20009",Match,Exact,"1536 T St NW, WASHINGTON, DC, 20009","-77.03529,38.915558",76223171,L
567,"1311 FLORAL ST NW, Washington, DC, 20012",Match,Exact,"1311 Floral St NW, WASHINGTON, DC, 20012","-77.031265,38.978703",76221559,R
1207,"1539 FOXHALL RD NW, Washington, DC, 20007",No_Match,,,,,
562,"1310 T ST NW, Washington, DC, 20009",Match,Exact,"1310 T St NW, WASHINGTON, DC, 20009","-77.02995,38.915558",76223207,L
2137,"2324 TRACY PL NW, Washington, DC, 20008",Match,Exact,"2324 Tracy Pl NW, WASHINGTON, DC, 20008","-77.051155,38.916275",76222647,L
3267,"410 BUCHANAN ST NW, Washington, DC, 20011",Match,Exact,"410 Buchanan St NW, WASHINGTON, DC, 20011","-77.017624,38.946373",76223608,L
4042,"532 ROXBORO PL NW, Washington, DC, 20011",Match,Exact,"532 Roxboro Pl NW, WASHINGTON, DC, 20011","-77.0204,38.965527",76221993,L
2147,"2337 15TH ST NE, Washington, DC, 20018",Match,Exact,"2337 15th St NE, WASHINGTON, DC, 20018","-76.98293,38.921432",76228979,R
2747,"3222 WOODLAND DR NW, Washington, DC, 20008",Match,Exact,"3222 Woodland Dr NW, WASHINGTON, DC, 20008","-77.06405,38.926807",76221140,L
4047,"533 BUCHANAN ST NW, Washington, DC, 20011",Match,Exact,"533 Buchanan St NW, WASHINGTON, DC, 20011","-77.020035,38.94633",76223583,R
2742,"3220 18TH ST NW, Washington, DC, 20010",Match,Exact,"3220 18th St NW, WASHINGTON, DC, 20010","-77.04131,38.931656",76222817,L
3872,"5105 CONNECTICUT AVE NW, Washington, DC, 20008",Match,Exact,"5105 Connecticut Ave NW, WASHINGTON, DC, 20008","-77.07045,38.95613",76240153,R
3007,"3604 WINFIELD LN NW, Washington, DC, 20007",Match,Exact,"3604 Winfield Ln NW, WASHINGTON, DC, 20007","-77.07082,38.91181",76236041,R
3877,"511 23RD PL NE, Washington, DC, 20002",Match,Exact,"511 23rd Pl NE, WASHINGTON, DC, 20002","-76.973595,38.89642",76231360,R
3682,"4711 FOXHALL CRES NW, Washington, DC, 20007",No_Match,,,,,
4927,"913 S ST NW, Washington, DC, 20001",Match,Exact,"913 S St NW, WASHINGTON, DC, 20001","-77.02429,38.914097",76224359,R
3677,"4705 FOXHALL CRES NW, Washington, DC, 20007",No_Match,,,,,
1627,"1815 INGLESIDE TER NW, Washington, DC, 20010",Match,Exact,"1815 Ingleside Ter NW, WASHINGTON, DC, 20010","-77.04156,38.934772",76222566,R
3882,"5110 NORTH CAPITOL ST NW, Washington, DC, 20011",Match,Non_Exact,"5110 N Capitol St NE, WASHINGTON, DC, 20011","-77.00904,38.952557",76223878,L
3012,"3606 VEAZEY ST NW, Washington, DC, 20008",Match,Exact,"3606 Veazey St NW, WASHINGTON, DC, 20008","-77.07005,38.943954",76220556,L
4037,"5317 1ST ST NW, Washington, DC, 20011",Match,Exact,"5317 1st St NW, WASHINGTON, DC, 20011","-77.011566,38.95476",76223788,R
1622,"1813 12TH ST NW, Washington, DC, 20009",Match,Exact,"1813 12th St NW, WASHINGTON, DC, 20009","-77.02806,38.914623",76224301,R
2152,"234 RANDOLPH PL NE, Washington, DC, 20002",Match,Exact,"234 Randolph Pl NE, WASHINGTON, DC, 20002","-77.002975,38.913353",76228630,L
4922,"912 I ST SE, Washington, DC, 20003",Match,Exact,"912 I St SE, WASHINGTON, DC, 20003","-76.99362,38.879295",76230735,L
3202,"4010 RENO RD NW, Washington, DC, 20008",Match,Exact,"4010 Reno Rd NW, WASHINGTON, DC, 20008","-77.06851,38.941555",76240146,L
4032,"5311 1ST ST NW, Washington, DC, 20011",Match,Exact,"5311 1st St NW, WASHINGTON, DC, 20011","-77.01156,38.9547",76223788,R
1892,"21 S ST NW, Washington, DC, 20001",Match,Exact,"21 S St NW, WASHINGTON, DC, 20001","-77.00977,38.914093",76224655,R
2157,"235 CROMWELL TER NE, Washington, DC, 20002",Match,Exact,"235 Cromwell Ter NE, WASHINGTON, DC, 20002","-77.002975,38.92289",76228562,R
4292,"622 C ST NE, Washington, DC, 20002",Match,Exact,"622 C St NE, WASHINGTON, DC, 20002","-76.99788,38.893597",76229966,L
3207,"4012 MANSION DR NW, Washington, DC, 20007",Match,Exact,"4012 Mansion Dr NW, WASHINGTON, DC, 20007","-77.07856,38.9161",76239376,L
1897,"2105 DUNMORE LN NW, Washington, DC, 20007",Match,Non_Exact,"2105 Dunmore Ln, WASHINGTON, DC, 20007","-77.08725,38.91807",623977283,L
2752,"3228 O ST NW, Washington, DC, 20007",Match,Exact,"3228 O St NW, WASHINGTON, DC, 20007","-77.0646,38.907818",76224897,L
3887,"512 D ST NE, Washington, DC, 20002",Match,Exact,"512 D St NE, WASHINGTON, DC, 20002","-76.999344,38.894802",76229862,L
3692,"4725 DEXTER ST NW, Washington, DC, 20007",Match,Exact,"4725 Dexter St NW, WASHINGTON, DC, 20007","-77.091515,38.92522",76220172,R
4297,"6224 9TH ST NW, Washington, DC, 20011",Match,Exact,"6224 9th St NW, WASHINGTON, DC, 20011","-77.025986,38.96527",76221884,L
2757,"323 E ST SE, Washington, DC, 20003",Match,Exact,"323 E St SE, WASHINGTON, DC, 20003","-77.00167,38.88322",76230588,R
1617,"1810 CORCORAN ST NW, Washington, DC, 20009",Match,Exact,"1810 Corcoran St NW, WASHINGTON, DC, 20009","-77.04189,38.911858",76225309,L
4937,"917 CONSTITUTION AVE NE, Washington, DC, 20002",Match,Exact,"917 Constitution Ave NE, WASHINGTON, DC, 20002","-76.99354,38.892",76230043,R
3407,"426 IRVING ST NW, Washington, DC, 20010",Match,Exact,"426 Irving St NW, WASHINGTON, DC, 20010","-77.01861,38.92951",632575836,L
3687,"4715 FULTON ST NW, Washington, DC, 20007",Match,Exact,"4715 Fulton St NW, WASHINGTON, DC, 20007","-77.09259,38.92663",76220100,R
3002,"36 UNDERWOOD ST NW, Washington, DC, 20012",Match,Exact,"36 Underwood St NW, WASHINGTON, DC, 20012","-77.00954,38.968204",76222087,L
3892,"5120 CHEVY CHASE PKWY NW, Washington, DC, 20008",Match,Exact,"5120 Chevy Chase Pkwy NW, WASHINGTON, DC, 20008","-77.07226,38.955894",632575904,L
4027,"531 IRVING ST NW, Washington, DC, 20010",Match,Exact,"531 Irving St NW, WASHINGTON, DC, 20010","-77.020256,38.92927",632575817,R
2162,"2360 13TH PL NE, Washington, DC, 20018",Match,Exact,"2360 13th Pl NE, WASHINGTON, DC, 20018","-76.987274,38.920612",76228934,L
3402,"424 ONEIDA PL NW, Washington, DC, 20011",Match,Exact,"424 Oneida Pl NW, WASHINGTON, DC, 20011","-77.01854,38.961994",76223359,L
4932,"916 EAST CAPITOL ST NE, Washington, DC, 20003",Match,Exact,"916 E Capitol St NE, WASHINGTON, DC, 20003","-76.99354,38.88982",76230056,L
1612,"18081/2 6TH ST NW, Washington, DC, 20001",No_Match,,,,,
4022,"5301 13TH ST NW, Washington, DC, 20011",Match,Exact,"5301 13th St NW, WASHINGTON, DC, 20011","-77.02968,38.954136",76223272,R
3217,"4020 LINNEAN AVE NW, Washington, DC, 20008",Match,Exact,"4020 Linnean Ave NW, WASHINGTON, DC, 20008","-77.05474,38.941",76222186,L
2167,"239 FLORIDA AVE NW, Washington, DC, 20001",Match,Exact,"239 Florida Ave NW, WASHINGTON, DC, 20001","-77.015274,38.91346",76224618,R
3212,"4019 18TH ST NW, Washington, DC, 20011",Match,Exact,"4019 18th St NW, WASHINGTON, DC, 20011","-77.04126,38.939983",76222387,R
2767,"324 A ST NE, Washington, DC, 20002",Match,Exact,"324 A St NE, WASHINGTON, DC, 20002","-77.00129,38.890953",76237008,L
3027,"3612 RESERVOIR RD NW, Washington, DC, 20007",No_Match,,,,,
3897,"513 BUCHANAN ST NW, Washington, DC, 20011",Match,Exact,"513 Buchanan St NW, WASHINGTON, DC, 20011","-77.01971,38.946342",76223583,R
2762,"3230 KLINGLE RD NW, Washington, DC, 20008",Match,Exact,"3230 Klingle Rd NW, WASHINGTON, DC, 20008","-77.06428,38.930256",76221131,L
3032,"3615 CHESAPEAKE ST NW, Washington, DC, 20008",Match,Exact,"3615 Chesapeake St NW, WASHINGTON, DC, 20008","-77.07018,38.95074",76220517,R
1647,"1821 FLORIDA AVE NW, Washington, DC, 20009",Match,Exact,"1821 Florida Ave NW, WASHINGTON, DC, 20009","-77.04205,38.916603",76223063,R
4947,"920 6TH ST NE, Washington, DC, 20002",Match,Exact,"920 6th St NE, WASHINGTON, DC, 20002","-76.99847,38.901604",76229737,L
3697,"4748 EASTERN AVE NE, Washington, DC, 20017",Match,Exact,"4748 Eastern Ave NE, WASHINGTON, DC, 20017","-76.97919,38.947044",76228385,L
3222,"4025 MANSION DR NW, Washington, DC, 20007",Match,Exact,"4025 Mansion Dr NW, WASHINGTON, DC, 20007","-77.079185,38.91647",76239377,R
3417,"429 21ST ST NE, Washington, DC, 20002",Match,Exact,"429 21st St NE, WASHINGTON, DC, 20002","-76.974846,38.895187",76231367,R
2177,"24 T ST NE, Washington, DC, 20002",Match,Exact,"24 T St NE, WASHINGTON, DC, 20002","-77.00808,38.915577",76224686,L
